gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,testis,thymus gland,thyroid gland,trachea,uterus
OGG1,9.0167,12.7673,7.4455,7.4176,6.9761,4.1491,14.19,17.1594,8.3044,4.6377,9.1339,12.2441,4.4713,7.1937,6.6692,9.0614,9.3755,4.138,12.8996,10.993,5.024,16.6306,7.507,6.942,15.368
HSP90B1,214.0211,254.7793,279.47605,355.9623,505.5438,394.1237,702.1473,896.3375,503.5504,80.4601,539.2024,193.8085,851.6877,416.3961,469.1834,89.4439,104.3457,337.7878,345.8025,208.9797,162.8367,100.2817,985.4106,104.1015,125.6944
INSL5,1.6547,2.6288,1.53055,3.4565,20.6955,2.2633,0.9855,1.9927,1.6479,2.6054,1.6505,1.7111,4.3322,1.8098,1.6859,1.4883,3.0441,2.1481,2.0074,1.7721,2.2486,3.4312,1.775,1.3238,1.3009
ADGRB1,3.1448,1.5835,22.14115,1.315,1.2126,4.1759,1.1582,1.9631,1.1385,1.8019,1.9241,1.4705,1.2186,1.9915,0.989,3.1988,3.2045,3.5763,2.3047,1.8564,1.1804,7.1912,2.4234,1.6768,3.361
ACSL5,5.6553,40.5969,9.1787,14.3583,109.0564,9.7843,12.5348,67.1469,64.2843,4.145,20.2511,21.8005,8.3673,8.763,18.1409,23.5759,3.088,9.9269,313.2871,46.8615,3.4564,18.5958,8.8843,15.4402,21.7995
CCK,6.7062,4.4055,233.0805,2.0049,6.4548,9.0621,4.4527,6.7807,5.1304,5.1916,3.806,7.0631,5.0996,65.412,50.0035,9.4084,5.0023,5.6265,25.8591,3.2863,7.0019,3.9435,2.8328,9.737,4.4555
TADA3,103.873,61.8479,41.96045,25.4315,35.0372,33.8113,27.0066,38.6441,39.8986,54.66,47.76,48.169,25.0339,42.443,68.1273,44.3218,54.0451,35.2679,43.2126,49.4436,90.1082,48.411,54.7815,55.2615,71.1963
MIER1,44.1893,122.8601,54.51135,44.3409,97.9428,37.8906,46.047,50.0736,48.4745,20.4424,88.8352,41.5675,25.0213,30.2027,64.4704,41.4144,20.4746,53.5603,37.7974,65.2607,44.2134,49.2851,48.4433,34.4223,46.4969
ULK4,10.207,18.5221,5.84405,7.5565,5.5228,2.1537,9.2094,3.6855,4.9231,2.0411,7.5954,10.4774,4.108,10.8844,6.9544,14.978,4.5011,6.7578,4.7874,8.2157,68.3909,9.5254,15.1467,22.4873,8.1198
S100A8,27.6365,2899.4894,63.04065,22.8692,3.1493,11.9842,30.1077,172.5477,494.7976,4.9783,2.1795,2389.9208,97.4734,163.4355,41.4302,174.1189,92.6211,46.2521,8.5778,629.3361,14.9876,286.6952,97.5682,144.3307,495.568
TXNDC5,180.4397,123.7457,61.2884,166.1539,250.1624,105.4819,126.8369,451.3296,330.4243,58.943,229.3419,386.1075,378.453,214.8827,216.9386,141.0936,388.0804,171.8554,514.057,286.571,58.9262,126.4862,131.6374,490.6858,235.204
TLL1,1.7855,1.7794,1.78205,2.5547,1.8305,1.282,2.8141,2.4305,1.4855,1.6144,1.8408,1.5989,11.1975,3.9658,2.1884,1.8637,2.4553,2.2264,2.2826,1.0164,1.0393,2.1693,1.4412,1.3923,1.5915
SLX1B,39.8764,87.8082,28.225,24.0801,47.216,19.2902,25.0675,57.978,47.7685,36.0048,14.6644,59.2576,90.0159,83.1925,20.4271,30.8444,43.2655,35.9215,143.499,58.5495,9.367,48.1543,30.7353,43.8356,28.1412
INPP5E,1.9258,2.7112,1.2608,1.6103,1.3793,1.2643,1.7311,1.0149,1.1103,1.3076,2.1554,2.049,1.003,1.5442,1.4744,3.3782,0.6871,0.9347,1.5333,2.4563,3.0985,2.4021,1.7998,1.7845,1.9087
CARMIL1,25.1228,4.6478,32.1431,35.0116,88.1562,11.3811,95.3486,33.8637,67.4524,3.0341,30.7412,32.1866,16.407,16.9989,18.7124,24.1949,21.9152,31.7913,94.936,12.1815,80.4805,31.8278,28.6023,43.2678,15.565
DUOXA1,7.0692,11.2254,11.291,8.2978,9.4251,7.4001,7.3916,7.3017,33.8338,9.1058,9.2548,28.553,86.5433,10.5772,16.0035,8.7594,6.9243,22.4737,8.5742,5.779,5.0815,8.2305,36.2788,23.2344,10.3299
NAIF1,8.765,7.1553,6.5116,4.4195,5.4212,21.8427,6.0418,4.2937,3.8059,10.7833,5.1537,6.2729,51.1736,6.9797,6.0748,4.6398,9.442,6.3269,7.3736,5.5959,3.3661,4.973,4.9302,6.4438,4.5473
PLEKHH1,970.5357,139.7262,588.45105,291.0566,824.5284,1414.1963,1018.5331,196.9742,165.2272,630.5584,84.3505,247.147,431.0763,153.9238,370.5191,524.2282,567.9009,275.5116,776.4723,194.2591,356.7035,173.2995,172.2222,238.0659,221.6442
OTX1,1.032,3.1792,3.17405,1.2429,0.7245,0.4918,1.2899,1.2372,0.8862,0.6478,1.1591,10.0241,0.9909,0.874,5.8972,47.1737,2.274,16.9731,1.0847,1.9687,1.1455,1.1087,1.6625,59.0589,1.2816
SLC9C2,2.0763,1.3018,1.94565,1.3137,1.126,1.588,1.3762,3.3481,1.5387,2.9881,1.3432,1.3131,19.4532,2.2059,1.504,1.1616,1.8851,1.5351,1.1116,1.079,2.698,1.1788,1.8124,1.0497,1.3145
MSH5,5.2642,6.8503,2.0626,5.9471,4.9072,1.5758,14.1098,6.3891,4.5532,0.8552,13.527,12.5263,3.6214,4.5693,6.7344,8.0705,3.8776,4.5736,14.1119,9.4544,25.1778,17.0706,4.4089,9.7588,8.5588
TIMP1,1067.0793,456.8541,155.14405,713.6592,164.8298,204.7912,182.7765,517.7623,847.8573,48.8005,671.9225,401.6157,167.0405,1541.6561,688.4011,575.4084,236.6416,506.9874,213.055,312.2282,832.4084,241.2844,188.7631,675.471,738.9734
TDRD3,2.9926,22.4758,17.4783,13.2861,18.5992,34.066,27.5438,16.1824,18.8295,20.7852,46.1671,7.3037,21.5281,4.0096,18.1992,4.6247,4.078,26.4795,5.8127,7.2291,8.8853,3.2804,20.5105,2.5342,4.2896
STXBP2,2.3756,15.7066,0.9072,1.0588,1.7453,1.1841,2.9126,2.8251,5.1429,0.8372,0.7492,4.7188,2.3137,6.4564,3.0329,2.4518,7.1356,2.0286,3.9559,3.927,3.7295,4.8546,2.8646,5.3671,2.2808
CSPP1,1.46,7.476,4.3732,5.6586,2.7682,5.4677,9.4257,6.4582,4.1866,2.5893,8.6673,2.2195,2.9267,6.1578,3.1776,3.1613,1.108,4.4961,2.3044,2.8943,10.9951,4.4752,4.5551,2.5479,1.9
GKN1,7.058,2.3749,3.53365,0.4368,2.6521,6.8037,2.8688,1.2558,1.6459,5.6102,1.1861,1.6781,0.9677,28.6241,2.5032,1.8531,2.9811,1.9582,31.3244,4.7095,1.9518,1.9732,1.1536,3.1093,1.8189
RAB2B,32.6725,21.3382,27.45815,48.1705,18.6169,14.5789,22.9156,12.486,22.7319,9.027,16.4347,27.5341,24.5879,32.18,31.0175,45.5151,24.2605,16.4102,25.5627,26.6041,31.2097,45.6849,24.6408,28.7777,40.9553
EMC10,275.1821,218.6288,361.81755,177.3636,196.1006,166.1081,258.8447,210.8698,189.7445,105.1747,206.133,159.6504,168.3337,280.0394,213.2124,394.1863,267.1618,156.1132,189.5169,179.8887,398.7928,139.5596,516.3365,250.0379,214.3347
IGF2BP1,1.1123,1.2282,1.1206,0.8949,1.4142,0.7774,2.4107,2.033,1.0872,2.2257,1.173,1.4406,2.538,5.9778,1.0368,0.6881,0.9527,1.4895,0.9976,0.8249,11.6689,1.739,0.8811,0.9145,1.2386
TNFRSF10B,104.2327,120.2045,19.9478,72.5874,59.0198,23.7116,71.6631,110.6222,49.9881,17.1647,90.5216,67.7514,64.6162,30.5654,68.0615,41.0341,47.9542,45.964,96.4119,74.5903,19.8908,52.2802,50.1729,83.6073,65.764
WFIKKN1,1.69,2.2483,1.1665,1.3579,0.6865,1.9986,0.8915,110.7217,1.4005,3.5087,1.8337,0.7757,1.5756,66.5738,1.5577,5.0965,3.5054,1.2455,0.728,1.3465,0.7527,1.3702,1.0103,10.1764,1.3046
ATAD3B,8.1887,7.3909,4.18135,5.0416,7.5291,3.9538,5.4947,4.9632,4.9705,7.6952,5.4656,8.3654,14.4209,7.6631,5.3103,5.2255,7.5153,4.9635,8.2437,7.0598,5.0265,10.7785,5.9598,7.8508,6.7638
SLC7A2,1.7266,1.8044,1.3552,1.1083,1.9629,0.7747,1.0463,3.6846,0.7167,3.2629,1.6327,1.7164,2.2742,3.9001,1.2391,1.8164,1.5007,2.0217,1.6069,1.9935,1.9139,1.2866,1.9217,1.7019,1.9134
CABP1,1.1911,1.0595,74.61555,1.0907,0.8523,3.3881,9.2199,0.8053,0.6414,1.1859,0.7613,0.6941,0.9645,1.1247,2.1742,12.2093,1.7219,0.8415,3.0035,0.8458,1.0625,0.6627,0.9997,0.8046,4.0624
STARD13,19.3436,0.5601,18.8178,15.9531,17.6717,22.1105,13.7069,10.2178,25.0348,8.84,20.0858,4.0196,12.0807,37.5784,16.588,14.8636,8.3624,10.0901,10.389,10.2603,5.4253,4.1404,34.6043,10.6791,24.015
SEZ6L,2.0216,1.7365,2.70255,0.8161,0.8895,0.848,0.5204,0.5328,1.1963,0.7251,0.9913,0.9432,1.3437,0.6496,0.8742,0.9908,2.1349,0.7721,0.7578,35.0048,1.5675,0.9499,0.8791,0.9,0.8928
NTPCR,50.6637,16.3491,32.96345,36.757,43.7339,50.21,23.1815,40.0488,35.7822,59.6651,27.8063,31.5229,21.8444,28.862,29.944,53.2071,43.9771,25.9556,39.1462,28.9727,58.043,29.5759,42.516,37.3415,42.5771
SLC17A3,1.2479,0.9957,1.4885,0.9877,0.674,0.9908,259.926,40.239,1.1391,1.1597,1.1239,0.8596,2.8443,1.3969,2.077,1.1414,2.2346,0.9935,0.9899,1.3396,1.0368,0.9197,0.7093,0.8129,1.0435
SLC9B2,6.0003,10.8128,13.73445,6.6601,5.9457,5.5784,2.3692,35.0014,6.0143,4.7656,10.6469,5.8302,3.0563,3.6855,7.2648,20.6532,2.5753,6.6995,5.9167,5.7914,8.1017,6.6328,3.3418,2.6816,8.1973
HEATR5B,25.5544,45.5778,48.01165,33.5484,28.6009,75.2027,49.3601,36.1833,54.5248,11.6824,46.5512,36.8488,65.144,15.7476,46.4904,26.6462,32.4951,40.2237,24.183,51.4035,21.4854,31.0542,50.4413,26.0313,19.2328
MAML2,1.4277,9.3021,1.4847,5.0217,1.371,1.7944,4.2774,1.829,5.7159,2.2842,2.901,2.7191,0.9793,4.8536,2.072,1.3337,2.1652,3.1636,1.4726,2.9146,0.9308,0.9847,1.8759,2.9442,1.3244
TBC1D26,5.1803,6.3276,4.41945,4.7576,7.5387,6.0158,2.8695,2.781,4.8013,6.6248,4.9704,12.9522,3.8541,5.5804,5.3075,3.7304,7.7156,5.1829,7.9617,5.4944,24.8076,6.198,3.2022,13.0874,10.7292
RTCB,344.342,245.6894,414.10925,354.7225,484.4911,247.4981,453.2222,503.0323,311.0932,316.0753,328.2284,454.1183,277.6653,487.3478,478.0274,493.1738,322.6641,414.6014,554.3122,400.8566,649.0102,477.8973,397.5394,412.9465,400.5078
CCDC89,5.0606,8.8115,3.1199,1.4829,2.1418,3.7761,3.0499,4.0732,3.807,4.9309,5.8827,1.6021,5.4799,2.4963,4.9262,2.1928,4.329,2.1944,2.023,3.338,34.8794,8.7224,2.4979,3.129,4.5005
VCP,276.9817,159.6517,195.4942,162.4034,179.4945,282.0767,160.3344,288.1033,244.3994,347.4663,181.278,281.7865,193.1343,404.0714,287.315,234.8028,218.0284,219.6136,239.3539,294.6533,327.3892,312.3278,201.5577,241.1266,239.3993
ARHGEF18,58.6181,110.0963,39.55245,21.9393,35.6156,8.0607,40.3937,28.9518,40.6635,12.1985,27.3026,80.2953,38.8521,36.3255,33.8667,34.0842,33.3094,29.3232,46.7347,119.1619,27.688,144.6652,35.0871,38.361,56.0477
PGD,34.6043,134.7443,36.79745,56.6723,32.2299,16.2371,29.9653,60.4402,66.1237,17.8358,25.5113,145.4758,14.3138,39.2432,27.7385,66.9362,43.0592,51.3222,59.2046,36.9507,73.7333,64.5502,56.4444,102.088,29.2898
URB2,13.7693,6.1723,7.8218,6.2824,3.0381,4.4546,5.3407,9.2762,5.8064,14.1582,8.2389,10.9439,15.6606,9.1848,6.5997,8.8446,8.2743,10.7802,11.2979,12.8046,29.9859,16.1115,6.3775,8.0405,11.5726
RBL1,2.008,2.7045,1.75865,4.6541,3.5269,1.5882,1.7761,1.259,1.8435,3.5914,1.7191,2.1478,8.8778,3.6339,1.2798,1.6531,2.1923,2.009,2.2179,2.0988,1.7499,3.5176,1.6127,0.9447,0.9247
CPLX2,1.2009,0.7311,15.055,0.6293,0.7324,0.6484,0.9268,0.4982,0.5418,1.096,0.6255,0.4461,1.6398,2.2023,0.8763,0.5882,0.5631,0.5626,0.734,0.5875,0.8457,0.8738,0.6241,0.5834,1.3763
E2F7,2.3189,2.4135,1.2006,4.8074,1.3643,1.2027,1.2351,1.577,2.5245,2.2591,2.2677,2.5564,6.0988,1.594,1.5191,1.4022,4.2229,1.9776,2.272,2.2863,1.0196,2.5338,1.6988,1.5461,2.5849
SLC36A3,0.7491,0.7805,1.478,0.7736,1.057,1.4008,1.7104,0.9654,1.02,0.758,0.4969,0.6951,0.7452,0.6499,0.8441,0.9471,5.0741,1.4308,1.3956,2.0303,4.1185,0.9339,2.7063,2.6323,1.1533
ZNF207,106.5171,290.6425,78.451,150.3558,116.8658,97.3952,95.7145,92.0255,99.4094,87.2891,79.5851,195.022,85.6837,147.7517,177.7455,160.9063,88.7404,144.7472,132.9608,153.9337,155.7404,210.8368,112.0991,120.3219,110.5861
MMP11,16.5563,2.7541,3.0949,13.1803,17.955,29.0619,31.6322,4.0932,4.2449,3.9031,64.6674,13.2397,8.5062,2213.2835,5.3293,7.2805,8.8092,8.2699,31.842,9.2042,38.9958,32.9119,4.8552,5.8289,493.1075
ATG12,16.6374,31.5549,16.44145,31.5996,16.896,17.5189,13.521,19.082,18.78,17.786,14.2456,17.8502,12.0141,23.3349,18.0065,14.7935,12.077,11.8361,15.2804,20.6264,17.9346,20.1263,15.7019,13.7594,15.1185
VIT,4.0758,0.9196,2.0425,8.6507,1.3716,25.0823,1.71,0.8494,1.0401,13.425,41.2348,13.0408,0.7717,3.8441,9.6818,28.0715,5.4627,24.6595,1.7519,0.7991,5.5373,3.7788,8.5603,23.8134,4.1319
ANKRD35,8.6838,4.3531,31.7261,27.8712,9.7935,8.246,3.0084,14.5454,14.1612,31.4548,19.1842,70.9852,5.1896,8.0729,23.5665,42.4974,43.0669,71.2563,12.1109,4.3783,6.55,6.0328,7.2546,54.9376,37.1817
ZRANB3,0.6083,0.461,1.30105,0.5846,0.784,2.1684,0.8737,0.8693,0.6352,1.0943,0.7702,0.5239,0.7312,0.9507,0.6681,0.7742,0.8515,0.8581,0.7632,1.6938,0.8516,0.5378,0.6844,0.6674,0.4388
QPRT,171.6836,9.1157,30.2638,18.529,39.6146,65.0356,124.9902,342.6356,19.3017,8.5142,51.4863,13.7173,63.0357,106.9506,15.3365,69.7787,23.9132,9.6135,82.6133,36.611,5.781,31.5416,10.4938,16.5384,83.8373
RNF44,54.1943,142.9514,48.871,37.1807,57.7359,23.6492,55.0268,29.7581,39.4675,36.7684,66.139,130.9025,48.6402,97.1317,40.671,60.251,56.7644,51.5339,60.9701,147.7824,49.2284,215.5472,52.4435,63.0582,56.3826
OR4C13,0.8473,1.128,1.35995,0.7305,1.003,1.5374,1.4072,1.5104,0.8496,2.6096,1.2404,0.6262,1.2719,0.7904,0.4673,0.6795,2.0297,0.9106,0.827,0.9223,0.9391,1.0762,1.1856,1.0735,0.7143
SCGB1C1,1.6855,3.6271,0.8098,1.4998,1.8478,0.8385,0.8404,1.7136,1.0269,1.7286,0.8999,1.9732,6.4004,1.0212,1.1091,0.9474,7.4763,1.82,1.0453,1.4833,0.8925,5.6021,1.0893,0.8851,1.3657
NONO,387.658,293.9533,203.8089,273.6605,270.6026,139.5198,362.6471,220.3124,235.2698,126.0838,383.4106,264.3206,280.6772,236.156,319.9062,308.8398,244.8458,240.7429,281.6102,302.8166,276.8611,507.2544,351.9773,266.2668,343.1653
CNGB1,1.3758,0.9382,0.70605,1.6317,1.0252,2.2765,0.7523,1.0463,1.5036,0.9366,2.1828,0.7822,0.7451,0.9151,1.0275,5.1959,0.8018,0.8781,0.4308,0.7968,0.5901,1.1687,0.7839,0.8924,0.7953
NKX6-2,0.7634,0.6418,74.53535,0.8541,0.9472,1.0959,0.5974,0.7854,0.6774,1.153,0.5764,0.9414,1.9672,0.7786,0.8283,0.5728,0.8603,0.7938,0.6914,0.6353,2.7356,0.5591,1.1386,0.9526,0.5292
FKBP7,7.957,1.1818,3.905,28.2676,4.615,17.5018,6.874,6.4444,17.5351,10.0212,65.0914,4.2167,3.2659,8.6496,9.0026,12.5633,6.2698,14.5227,6.3458,5.0533,13.8826,3.2244,11.7947,9.6968,31.5841
SPDYA,1.0347,2.0777,1.5131,0.9826,1.5729,1.7207,1.8502,1.3481,0.7922,2.2201,2.6579,2.3348,9.5364,2.0744,1.309,1.9496,1.3568,1.6574,1.2614,2.8007,67.4447,2.5418,1.5833,1.889,3.1931
C6orf62,114.3393,252.9185,191.84315,127.0776,113.2016,95.3644,162.1679,118.2156,175.3766,83.2153,183.8347,126.0701,222.6976,149.0763,213.1418,114.732,85.0787,107.7806,87.7708,233.2687,244.0155,184.4437,190.965,72.807,77.0017
PRRC1,30.8595,13.2074,21.46905,32.9299,31.1783,16.907,29.7639,29.2319,20.0686,15.0157,20.2324,29.3012,57.966,88.0526,27.2163,20.3304,42.3488,20.6067,38.544,19.3416,31.0272,20.9228,26.4618,32.4806,18.11
LRCH3,13.7912,23.3352,6.38355,14.6792,13.0145,9.5368,11.8242,8.8175,8.0287,8.1379,24.5478,17.4891,10.5926,7.8553,20.8443,18.9933,7.9201,9.5101,11.6103,19.4516,21.2543,32.2,9.7082,12.8262,19.0464
SDR42E1,1.1176,2.3855,0.914,3.8467,4.1367,1.8504,3.0456,6.7519,2.5406,0.9184,1.4167,4.8981,5.7105,1.2913,2.3768,1.3019,8.5238,9.4339,8.5212,2.3904,4.2001,1.5969,2.8145,5.2753,3.2414
RNF38,14.8884,35.0801,16.45895,27.5568,16.1512,14.2564,17.9436,12.239,21.7881,14.6811,30.1164,15.716,20.6857,31.9243,18.6898,28.6909,13.1753,12.482,16.2733,22.4091,37.7531,20.3866,25.8463,13.2045,27.7058
GBA2,45.7511,36.5122,43.9373,23.7772,59.9215,67.4691,63.7822,42.6753,38.8656,78.3806,26.2662,36.0926,52.3927,42.1289,38.9153,76.5531,61.4393,22.2784,58.8341,37.1483,27.9383,46.214,43.3825,45.1782,43.6368
PPIG,10.1256,27.0212,14.6786,22.5501,5.5396,19.5464,64.3302,50.3333,27.3114,10.6626,72.5836,9.9897,24.11,11.0899,8.7363,8.1392,8.1696,19.9598,10.6255,18.0193,10.1189,11.6552,11.4712,5.2014,9.7929
CCDC93,1.7177,10.2578,1.70595,7.418,2.5876,3.864,3.0091,4.6742,3.0943,2.2524,4.8637,2.4605,3.2415,7.3372,1.8967,1.9637,3.0509,1.8483,1.8777,2.5806,5.408,1.0837,2.4615,2.7487,0.91
LCK,2.8672,210.5669,1.10895,4.3938,7.3187,1.5756,2.4889,2.9097,11.6747,1.5436,1.6666,126.1972,0.8003,3.8971,4.3595,3.6418,8.0013,3.5247,14.8206,113.698,1.0836,543.9576,6.0022,18.3919,3.5526
MFAP5,23.3213,0.8166,2.02,41.7555,22.1517,33.0818,1.1143,3.2998,4.8235,25.2041,1.0595,9.1802,1.4086,422.7074,5.8291,2.1887,6.5146,317.3833,35.3871,1.5309,4.0459,13.844,19.3893,33.8987,167.5699
ZBTB26,2.5582,4.1022,2.17305,3.7488,2.2783,2.147,1.4807,1.7525,2.7312,3.339,2.5518,3.7443,4.0922,4.2453,2.6841,1.4934,5.4943,1.8746,2.2834,3.9226,14.2382,5.8214,1.8781,1.9386,2.7742
CDC27,3.166,14.0832,6.48855,9.1353,9.0892,11.5767,6.7849,11.6652,7.5244,7.5658,8.1909,4.5825,4.588,6.2502,6.4715,3.3326,2.706,6.5559,4.515,5.9908,10.6559,5.188,15.3824,1.9789,3.3749
RSPH9,3.1127,1.5448,3.6738,2.577,1.2689,3.5359,2.2317,2.2193,8.7792,1.6749,4.574,2.4926,1.041,0.9686,6.9309,8.2186,2.8317,1.3923,2.6891,1.2568,117.6369,1.1554,1.4273,93.314,10.9719
CYP7B1,3.4101,1.4532,2.4341,2.742,1.8355,1.2985,2.955,15.1422,3.2949,2.6204,1.3325,2.3226,4.5788,1.2725,1.4562,1.4697,3.9229,1.2684,1.1825,2.0642,0.979,1.0927,4.189,2.3632,1.1733
MRGPRD,3.4198,6.1076,3.66425,6.8744,4.4948,3.2993,2.5011,6.0005,4.647,7.4,3.4372,5.8379,13.8428,3.0364,4.7006,3.6936,3.6831,9.6909,4.1878,3.6367,3.9143,4.9054,2.7257,4.4273,5.0201
C17orf58,34.3616,6.8265,26.87,44.0468,39.8291,20.7269,28.2031,35.1206,17.8833,19.5045,20.9156,25.7521,41.8175,54.3996,35.4905,29.0192,22.3505,51.7014,34.7501,21.3727,28.8684,21.4133,43.092,37.0697,86.4555
SUMF1,240.9909,160.0063,118.0041,203.2534,216.3221,71.2922,411.8622,227.3116,146.4251,49.3133,154.0856,158.1605,181.6878,319.1474,257.1189,235.0026,232.8046,258.3743,154.321,214.7655,81.4467,115.6654,357.7966,236.8166,196.7048
TMCO5A,1.3546,0.648,1.1299,1.2334,1.6876,4.6975,1.5115,2.8358,1.2017,2.6317,1.2765,1.0393,0.8294,0.9375,0.6072,0.6975,0.9459,1.8699,1.0722,1.2431,97.4372,1.6455,1.7175,1.9956,0.8886
CTNNB1,51.7998,37.9245,40.6349,71.3854,91.5504,22.5407,47.7392,41.0469,39.439,14.4131,83.2322,34.4685,24.4586,46.5371,79.3894,79.3928,31.5128,26.1494,88.1406,32.9168,34.5482,40.3162,79.3048,31.1246,51.9004
CCDC69,530.8941,336.059,21.7176,40.2211,140.0984,325.8753,18.5645,67.1293,127.9999,577.9908,52.3724,168.5442,106.5254,201.8142,63.4776,122.3558,23.0284,98.606,122.7645,265.5128,43.9022,157.3651,26.7124,95.8861,114.6988
EDN3,2.3461,3.4844,3.9404,13.6758,10.4692,2.4035,1.4777,1.8796,2.2068,5.4401,3.4535,3.2175,7.9173,2.2308,3.7276,97.4147,73.3364,2.3366,9.6709,12.5779,1.9324,4.3721,33.107,13.1149,3.5025
CAT,182.7614,140.5756,54.2871,175.847,98.302,102.9293,244.9697,556.7163,297.3038,125.9062,59.4383,66.2376,112.5028,51.0456,122.3546,52.1757,105.5269,174.5003,191.1977,97.9629,15.8784,83.3441,184.4859,88.0282,75.2668
CARD14,1.4897,4.0205,2.2865,3.5281,38.0779,2.6433,3.2546,10.0418,1.2283,3.8064,3.7617,2.681,2.1219,5.1457,4.0582,2.1958,3.8158,7.3414,42.9509,1.7203,2.1495,4.548,1.9493,1.7005,2.7159
ATXN1,10.0643,18.9876,25.9987,22.8106,20.2503,17.3458,16.0362,13.2632,16.5975,33.4805,14.257,12.8273,9.2949,11.0012,19.3657,24.5924,11.7697,15.7545,14.8609,17.5899,5.7076,11.2704,19.3855,11.6611,28.5711
GPRC5B,5.1607,0.691,133.50065,10.8403,1.0853,14.2177,13.5649,3.9731,4.3146,20.0519,6.764,3.7013,13.1731,11.577,5.3557,21.0063,31.6625,5.5331,4.5816,0.7881,26.8786,2.5028,6.9429,12.233,10.5974
RNF144A,65.6158,14.3935,51.70055,15.2849,10.7487,23.9181,19.52,4.223,16.608,21.7103,50.424,15.9417,80.8603,13.1036,28.7487,24.3001,13.2303,12.2638,11.8976,63.0593,6.9767,14.0416,11.9853,10.237,71.6735
BCKDK,74.1037,53.2964,27.93735,27.4186,24.197,57.0627,40.6413,66.998,37.5628,94.279,39.3632,47.6761,66.1101,46.1247,39.9254,44.2219,131.6939,51.0348,44.2315,39.2913,25.1086,32.5467,42.3231,64.0127,64.1694
SLC35E4,10.5945,4.9605,9.0343,4.2887,6.0968,13.2173,5.7613,12.2486,5.2615,16.7231,4.3265,5.1301,34.1993,6.2153,4.3495,5.4346,14.7386,7.822,5.3989,4.5099,3.9799,6.1367,3.8341,6.1272,6.4071
AKT2,14.6402,9.2578,2.9732,2.848,6.0093,10.2579,6.4795,16.2954,4.4991,28.5792,8.3196,8.2288,8.2713,9.3468,5.8703,11.835,13.8214,9.1045,7.5547,7.2198,6.6803,13.1702,18.5821,7.8036,11.4655
FOXP1,12.9547,178.2586,59.52125,131.5088,153.8259,49.0347,53.4857,41.8278,108.3021,22.2326,220.8357,75.1452,66.212,26.1728,128.6188,39.2099,73.0711,98.6045,82.1754,77.4812,16.721,58.843,114.2809,33.1777,51.0204
TSPAN5,9.5312,17.7234,179.9707,41.0617,11.8426,8.7348,13.465,5.4093,18.2399,9.9436,188.6898,53.9111,17.6347,23.0116,23.4389,92.0521,77.0259,59.7358,13.527,58.8367,59.3351,35.3133,60.6943,31.4731,121.7844
PIEZO1,19.4969,31.6405,11.3363,19.0487,15.3834,11.701,16.206,29.7359,27.8479,5.6148,14.8692,29.0637,8.4979,27.6426,23.62,17.6514,17.436,17.0731,17.1358,20.4719,4.8482,15.8016,16.2729,16.6417,25.4115
RBMXL2,3.4219,1.0604,1.5491,1.1195,1.1601,3.808,1.2331,1.3768,1.2991,3.9104,1.0358,2.2207,1.556,1.9224,1.4106,1.2671,1.9725,1.1381,1.0517,1.3057,622.8554,0.9707,1.0015,1.0331,1.2499
ZNF101,2.8637,48.2679,3.44005,8.0981,8.6215,1.4879,6.7676,5.6844,8.612,0.5719,4.8704,34.1191,4.2149,5.3812,3.9288,5.0964,3.8522,5.6233,10.2361,29.8696,15.5907,51.1946,8.6004,5.4777,3.306
SFI1,17.852,34.486,17.1533,40.0396,29.9356,19.0725,17.6828,16.7803,27.8894,32.4378,30.8485,39.0956,322.9902,13.8532,23.2186,18.0039,20.7285,47.2795,29.1218,28.6264,13.1192,35.2715,18.8375,94.0086,34.1552
PDRG1,69.7013,35.3389,73.97775,57.6709,25.4785,43.4584,43.7651,37.5004,54.5379,68.6083,46.9731,69.5097,55.3085,47.9893,63.6973,71.8655,40.9684,41.3248,41.9381,87.6214,398.2421,77.3288,69.8017,55.9856,87.6963
FAM122B,16.0958,20.6868,5.08455,8.1094,10.4505,3.4115,8.1654,6.3278,7.6136,0.9738,12.5306,15.1839,3.1226,20.5671,9.6886,7.2059,8.813,5.0331,10.8606,17.4095,14.5875,23.6788,9.5852,12.0995,10.4099
ZRANB1,27.7946,20.1114,20.30345,19.2645,11.4363,28.4178,15.5243,26.0701,12.7447,41.237,32.4248,13.5754,11.842,13.9885,20.5723,18.5296,9.5909,34.6939,8.0056,12.7239,38.1327,11.8399,17.4552,11.1636,16.3884
LGALS14,1.4789,2.3982,1.3405,1.6789,1.769,1.6717,1.7589,1.7558,1.6716,2.555,1.5407,1.6763,4.9354,475.6264,1.3698,0.8792,3.5999,1.8863,1.6233,1.9416,1.1509,2.0077,1.8288,1.37,1.5112
GPR153,0.6052,0.999,0.93765,1.0755,0.9781,1.4176,1.6454,0.6375,0.7303,2.5417,0.8055,0.901,4.0691,1.7723,0.8134,0.7082,0.4208,1.6566,0.8439,0.7622,1.0656,2.1385,1.2689,2.0978,0.6714
