gene_symbol,adipose tissue,adrenal gland,bone marrow,brain,breast,cervix uteri,colon,epididymis,heart,kidney,liver,lung,lymph nodes,muscle,ovary,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder
GTF2I,39.9204,45.8239,41.0223,57.1325428571429,45.0018,48.7282,52.9155,66.3754,34.1219,47.4752,32.388,40.6623,43.346,38.2328,48.4843,46.9617,54.6285,59.9168,41.7749,42.2057,53.5230666666667,44.6025,41.6599,24.1939,56.7323,66.7277,52.309,45.1258
ERVV-1,7.7125,19.235,27.1032,25.3070142857143,36.2853,25.8095,23.555,10.902,30.2714,23.1989,25.905,23.7242,12.6604,28.1473,8.762,1117.4897,18.9635,20.1627,83.4479,12.4701,21.7428666666667,28.0776,15.7477,13.7945,22.046,12.2689,37.7639,55.7089
FAM200B,0,0,0,14.0926571428571,0,39.7906,0,53.273,0,0,0,0,146.0323,0,0,0,0,0,81.9248,0,10.0844,59.2052,0,0,359.1951,0,33.119,79.4191
CSAG3,56.0009,58.4914,56.2367,90.6834142857143,66.3331,53.4294,67.0013,96.2736,85.9078,72.5215,62.7169,49.6812,156.8371,61.5796,114.9743,253.6551,122.1573,100.5885,94.2791,87.0706,69.4947666666667,161.198,83.0268,257.4577,144.654,111.1235,69.1953,115.5912
SMIM17,0,0,0,15.1141714285714,0,43.0309,0,37.8885,0,0,0,0,46.3926,0,0,0,0,0,19.4274,0,11.6319,35.3476,0,0,39.204,0,45.0896,31.8365
KRTAP7-1,0,0,0,24.9278571428571,0,47.619,0,57.744,0,0,0,0,217.4948,0,0,0,0,0,192.4933,0,28.6187333333333,81.9143,0,0,100.3068,0,73.6337,132.4112
RGSL1,44.4831,35.5707,48.3081,37.4329857142857,66.6393,45.5806,42.2749,217.524,54.9582,44.0014,72.341,36.9992,45.8616,53.2643,51.1212,39.3771,45.0733,23.9634,73.6912,36.4646,37.1005666666667,37.7016,30.0759,739.1046,50.1569,38.0896,41.217,75.1493
MGAT5,32.0771,20.2811,32.5102,85.7696428571429,30.0421,56.3353,33.969,58.1443,76.7419,52.4163,7.4883,39.4632,76.9926,11.653,54.6513,87.3461,23.0632,59.6415,79.326,22.0227,64.3042333333333,102.8868,32.4503,27.5871,115.4331,43.8335,69.275,67.054
HNRNPL,56.3891,39.3633,38.6385,44.0941571428571,66.3331,59.1263,41.5033,51.8212,31.0479,39.7619,31.0731,35.1716,64.3352,37.02,56.0533,40.5736,44.0473,55.5326,58.8052,76.361,46.1064666666667,61.7106,41.9004,51.7256,97.5732,60.7863,66.2334,57.534
VN1R4,53.6037,51.297,135.8376,69.4293857142857,44.3333,103.2239,53.8373,53.5189,73.4569,52.9013,93.6234,65.0417,46.4996,95.3755,47.3806,49.5728,54.6915,72.0358,94.2791,43.0399,78.9173333333333,64.0265,70.6673,62.7633,532.5132,45.3739,98.4185,4807.5599
SPINT2,25.3043,40.0952,47.8652,62.7978714285714,241.9526,40.0664,32.0688,66.7586,27.5444,82.5024,34.2282,48.6622,28.5397,18.8121,45.2482,120.8491,112.9587,32.1032,264.4938,92.4425,41.8408666666667,24.5109,58.2396,97.6576,40.3024,214.1933,76.0461,43.7446
AREL1,35.1718,38.2025,94.6281,56.3003285714286,68.1915,45.6857,31.4835,43.2023,49.2077,62.0107,31.0731,43.3703,60.8764,50.7501,43.1123,49.8016,46.55,61.4537,61.2937,37.6592,37.5476666666667,45.8521,33.5134,72.5614,88.1719,71.5823,31.1227,38.8083
LYZL1,34.6095,30.6261,28.6431,33.9650428571429,22.5284,35.3005,59.3039,58.6823,51.29,0,25.5496,40.2895,45.8616,35.1105,33.9313,24.6175,27.6007,37.2005,31.2907,38.893,40.6803,30.5042,43.2731,623.3126,38.2235,23.6486,38.6435,36.218
PCGF6,89.9901,60.5469,56.6265,61.8462571428572,49.2868,77.0514,67.6212,68.4711,72.2824,45.8635,68.6095,48.8868,61.8655,124.5766,61.7449,54.2305,45.9113,58.5529,49.7068,71.5931,69.2723666666667,90.8572,52.5071,87.0374,85.3749,47.403,78.9,89.521
C5AR1,41.2282,39.9109,147.238,29.9849285714286,22.7368,20.9305,21.7312,31.0104,25.2949,27.2563,23.8443,81.6943,26.2089,22.3582,26.3998,38.3039,17.5356,37.9794,14.3686,22.9019,31.2940666666667,48.7932,29.459,23.8071,23.245,19.5347,43.7599,21.9242
DZIP3,17.8729,29.1804,19.7706,93.9891,6.7566,57.9136,27.6747,81.378,47.2099,47.8043,17.1943,34.769,33.1474,50.7501,33.159,16.9139,34.0345,61.4537,10.1957,12.8787,31.4537333333333,70.0422,15.4248,152.3021,12.2555,49.8662,102.5833,16.2153
ERN1,35.9911,291.8045,78.5272,44.2563142857143,99.2499,216.1625,44.7799,82.8909,43.5545,36.9374,79.8701,77.8381,144.0286,35.8457,61.6029,49.0054,57.5333,42.7118,108.9972,52.104,64.7664333333333,113.0732,49.6842,22.788,143.9894,43.4316,181.1661,78.3294
SLCO2A1,33.7439,107.9175,26.5473,28.6030571428571,50.6676,71.0854,65.0254,37.026,57.416,67.2151,33.0662,209.022,61.7233,34.8688,30.8746,128.6008,58.603,46.8326,87.9864,35.9643,67.0084,42.3994,87.7442,52.5661,65.0624,133.2926,34.4411,109.1251
LGI4,110.2034,28.2548,18.1142,107.368942857143,54.0419,119.064,210.9031,53.7659,59.9836,18.8567,34.8646,23.2912,41.73,70.7028,23.2595,21.4409,33.0308,98.0727,40.3103,45.5902,104.685266666667,13.911,54.4776,10.1089,24.8502,24.7632,47.8715,92.6669
COMMD5,64.4458,72.7934,79.9871,82.0492285714286,81.2326,52.2132,63.3991,70.2275,69.0292,79.7015,75.2288,60.2826,73.5273,76.9904,76.1379,81.1416,69.4896,63.76,79.6921,62.7872,65.4068666666667,59.2052,82.6453,82.7382,82.2868,72.5782,49.5538,59.8308
PPFIA3,38.1237,44.9875,26.9166,225.960485714286,96.5451,31.9728,40.4653,38.1511,42.8581,36.0966,47.031,36.9992,45.6508,34.9491,40.7944,31.5677,34.4286,72.0358,62.7214,116.9153,40.9460666666667,28.2722,40.1068,21.0235,68.9176,25.9302,32.3651,54.6921
ANKRD6,61.4037,48.8756,45.7109,100.765885714286,113.9542,59.1263,80.925,108.0207,86.9026,65.3833,50.5108,67.0181,54.6322,47.5813,125.199,54.6064,51.8704,102.6948,77.8781,46.8675,48.5314333333333,37.6149,41.997,77.751,65.6645,71.2535,78.9,49.0823
ZRANB2,45.7293,32.8921,56.2367,56.0546714285714,15.0914,74.7791,63.2533,100.1168,55.0849,39.6704,33.8364,54.2241,64.1873,47.691,30.9457,38.7475,42.0649,56.6955,23.5188,49.5304,58.5568333333333,73.8515,40.5712,73.7405,25.3706,60.7863,66.6925,15.133
GJB4,32.6734,41.5042,38.461,41.3163285714286,69.1401,31.8992,24.2149,72.863,48.7565,0,43.3895,44.8944,29.816,55.1362,52.5534,61.4106,64.8514,21.3083,32.8409,956.9108,27.3533333333333,35.1042,36.4098,44.3308,32.8345,26.6567,53.4659,47.416
UBAC2,0,0,0,16.9240857142857,0,59.9488,0,65.5401,0,0,0,0,66.4429,0,0,0,0,0,68.9311,0,22.7850666666667,54.8731,0,0,82.6667,0,49.0995,71.767
UGGT2,71.6465,56.8973,54.3275,51.3841428571429,21.2682,182.2974,47.4333,155.0626,71.7848,67.0605,67.2023,84.5653,31.6555,45.7548,104.8578,110.2157,64.2569,82.3281,58.6699,50.918,62.8456333333333,50.5079,41.5163,124.6539,6.5363,97.4554,70.4818,59.6932
UBFD1,61.5453,73.1294,42.8568,66.9302714285714,91.7762,39.6991,48.204,52.3007,66.3793,56.036,55.0027,43.171,50.4021,162.3441,90.2819,80.583,58.603,61.4537,54.754,48.4029,46.3428666666667,36.0047,49.5699,110.5875,94.2606,83.7155,32.3651,57.9328
INCENP,48.2164,30.9095,176.6119,66.0895714285714,94.565,56.0764,54.712,190.3299,33.422,31.8762,31.5054,31.419,106.7699,49.367,86.0203,42.0963,32.8791,51.5879,70.2127,63.5143,57.6330333333333,66.8897,42.6794,78.4704,287.9588,56.8599,49.4398,64.5542
LASP1,84.9562,44.7808,63.8293,45.3256285714286,131.4408,43.8309,32.9673,35.5228,28.4468,62.7288,47.1394,57.0416,66.5961,20.9622,79.3599,54.7323,34.8273,47.4841,42.9948,42.2544,55.8483333333333,60.5842,62.2613,27.3972,116.2333,43.8335,44.8825,53.2016
CNBD2,67.3279,62.6747,77.8072,85.4270857142857,33.9414,38.4397,56.2449,67.3763,70.7999,73.6999,69.8851,68.7372,39.0345,89.6265,66.6194,76.7792,64.8514,46.2965,42.5026,116.9153,52.3908666666667,44.7054,60.2863,422.3825,27.3735,43.7327,56.2441,25.8776
CYB561D2,88.96,87.3156,110.413,85.6043857142857,138.2707,62.342,59.3039,59.7733,83.1826,68.9393,91.0719,74.1638,86.7858,95.1561,96.0729,115.6761,111.6656,63.0301,96.9205,85.2848,74.5423333333333,61.5686,95.7675,56.4555,85.769,126.7086,52.49,72.7654
PRPF6,53.6037,43.5604,31.9168,63.0663428571429,143.7905,92.2105,68.0899,78.4345,35.321,41.4445,29.6746,40.9442,72.5185,51.2197,82.3381,35.0949,43.3431,77.0102,100.5577,69.1626,45.4074333333333,96.6851,42.2881,45.6779,146.329,59.5396,85.5218,121.3178
GPR3,85.9399,67.7785,84.7266,86.3275428571429,66.3331,61.2041,83.7689,56.5597,98.1822,75.0701,88.7941,67.3274,59.7653,170.3871,126.0668,175.4864,75.4952,48.7022,56.6781,171.74,67.01,54.1202,86.7398,91.3494,53.9921,92.0038,49.8973,120.7604
ADAM11,56.3891,59.7162,54.8302,126.534571428571,47.2858,29.9075,49.898,42.1218,78.7105,66.1404,71.843,56.0005,31.51,54.6307,47.9293,47.7797,63.9616,65.8489,42.8959,90.7552,59.4383666666667,54.621,72.6471,80.6689,75.0465,51.7376,50.0123,44.3532
KYAT1,58.1025,61.3892,53.7057,71.9323285714286,51.0188,45.5806,53.8373,56.2998,59.4337,87.7944,88.9988,70.0151,66.1377,64.0378,69.1195,70.9976,81.8313,57.8826,47.1428,68.6865,53.9318333333333,52.8883,75.7213,53.0525,57.1914,54.6772,49.2127,48.7444
NLRP11,75.196,82.6213,125.3199,89.8438428571429,56.85,59.1263,72.9597,160.5119,100.7007,80.9966,169.1937,83.79,71.5235,153.6161,161.6594,125.096,89.9331,122.3343,48.4636,56.8685,82.6852,73.6817,89.1699,277.7831,58.6584,91.1603,66.6925,56.4839
RASAL3,59.1827,97.9697,68.237,55.3876142857143,41.2791,36.1227,53.221,47.6988,48.8689,45.0263,59.0724,66.2509,99.1857,55.6463,33.0827,36.6643,51.5133,93.2284,31.9459,64.8442,64.6788333333333,91.2766,104.0443,51.6067,58.3889,38.7977,72.7909,37.2327
RNF126,44.6884,57.4238,36.4771,53.4372,54.6676,39.8823,33.6576,39.6741,47.1013,31.0075,63.2972,26.9272,49.8252,97.822,29.553,46.3707,39.5293,22.3639,67.5174,67.7441,42.2128,41.0544,46.368,97.2089,61.4229,34.499,37.2458,48.1864
KCNK6,60.006,52.4919,91.4155,53.8118142857143,160.225,63.6474,71.2989,40.0412,78.8919,53.1455,94.9258,64.2972,111.2881,54.6307,52.6746,74.1726,76.7219,53.0333,140.0927,115.577,79.7842666666667,88.7891,120.0103,55.6809,71.504,53.3097,72.7909,76.0194
IRAK2,70.9896,54.9657,86.5008,62.8498857142857,75.4623,65.7325,51.0603,31.8059,46.455,51.6972,99.1709,86.7345,89.4229,131.9583,34.4827,39.2865,58.1995,41.6436,114.1341,51.6264,47.6017333333333,51.6844,57.3084,33.6284,91.4809,44.9579,51.1772,120.7604
FXYD1,50.6052,31.2674,30.1314,67.6959285714286,35.1342,59.5361,63.6917,35.769,139.0057,26.9443,204.3546,44.075,25.9089,167.6628,37.8967,35.9951,46.4429,40.3226,29.0012,35.4708,51.2882,25.607,68.8999,25.7458,31.5741,27.913,55.3448,87.887
KPNA5,31.7099,27.8671,38.2842,61.2246,9.2625,78.4839,29.5177,44.2086,41.4985,33.3017,28.6671,44.6881,70.3799,101.2597,96.7388,23.618,38.5407,65.3956,9.32,23.9812,38.4252,95.5784,22.4501,258.0512,20.2456,59.1297,43.0603,13.8014
MCRS1,51.546,54.7132,55.3376,47.7647142857143,73.9146,37.4783,38.7332,51.702,91.6289,61.3009,49.1342,49.9105,53.0211,67.9887,49.8426,56.2657,57.9321,31.0133,62.866,58.1931,49.8623333333333,41.0544,54.7291,50.6647,99.6163,76.3495,40.0015,54.3156
ZDHHC9,45.7293,24.4395,11.5351,94.234,115.0086,33.2491,28.1244,31.6597,23.2291,80.439,42.207,35.5789,18.6401,25.0863,30.1718,27.8768,49.8792,15.3656,125.4341,52.8289,34.9125333333333,11.1009,27.8111,10.4883,23.5142,28.1064,34.3619,64.2576
TAAR6,0,0,0,21.0957428571429,0,25.6319,0,49.9467,0,0,0,0,58.8097,0,0,0,0,0,145.6852,0,37.9883333333333,0.4913,0,0,254.8768,0,77.104,4807.5599
PYCR2,51.546,82.8117,83.5642,67.8384714285714,152.3107,42.8332,67.0013,66.7586,65.0179,49.1436,36.9304,44.3805,73.5273,52.4127,55.0302,52.0288,55.4523,31.9557,57.2026,34.7433,52.5762333333333,54.9996,63.7116,53.7905,80.7849,40.1611,56.5037,61.6488
TRMT10B,78.5588,74.1467,64.7172,58.3125,70.9137,73.9231,100.2497,73.7067,54.8318,63.895,60.5877,62.9785,86.5862,60.8747,104.6167,55.1117,79.7847,84.6347,33.3746,77.2452,82.8918,111.0093,64.1532,22.3206,68.4432,94.1469,93.989,69.6506
GZMH,58.5053,50.4768,119.1297,31.8438714285714,64.6741,0,45.4028,0,57.2839,47.366,87.5758,83.405,0,65.5295,51.3571,43.8777,40.8244,41.9323,0,37.6592,30.0896666666667,0,68.1112,40.3372,0,46.8604,0,0
GLS2,8.1133,13.2768,9.333,88.4287714285714,19.2633,15.5876,10.8914,21.6027,11.3249,20.581,588.0095,11.0457,22.4104,7.7703,9.7859,6.6259,23.0102,41.3569,44.8142,28.8982,13.6206666666667,13.8471,13.5587,8.1415,30.9265,16.4743,17.3411,23.6551
MMP13,32.2251,6.5931,16.3313,7.14892857142857,7.1735,8.3904,8.3192,3.2026,8.4534,7.8067,5.4373,9.3798,1.9927,13.5655,3.5942,4.8111,6.8694,2.0443,25.0851,3.8983,5.67496666666667,6.2425,6.5346,6.0772,2.4229,3.0536,14.7937,13.6435
KRTAP15-1,0,0,0,26.8260142857143,0,188.2697,0,58.4127,0,0,0,0,185.9726,0,0,0,0,0,157.5489,0,52.6805666666667,117.3166,0,0,4946.8687,0,88.9358,99.2944
RICTOR,41.9947,55.7304,114.5566,43.5591142857143,29.0222,65.7325,48.4265,51.3461,57.814,53.8849,69.8851,84.7602,94.9399,109.7581,60.8977,118.3705,74.1173,71.0474,16.6118,43.1391,67.0915666666667,166.8628,58.6433,47.5013,46.38,66.9585,72.1235,17.1761
SMG5,53.7273,68.8798,66.2247,61.0201142857143,87.8477,30.1843,48.9872,64.6409,69.5077,73.8698,60.3093,50.6048,45.7561,101.0268,56.7023,64.7506,58.1995,51.2328,23.1428,64.3979,50.3273333333333,41.4343,65.1956,50.0848,42.0078,62.7778,41.5027,33.4907
WDR75,49.226,40.3731,55.0833,43.1903428571429,14.4122,134.2086,55.9865,60.6048,49.8922,36.1798,37.0156,46.6866,76.6388,38.9436,73.5531,31.9333,39.0768,46.9406,20.203,51.271,62.6756333333333,66.4293,30.7764,31.6014,21.4947,37.8274,52.1287,38.2758
RRH,58.5053,78.3596,92.0492,95.7414285714286,62.4785,48.9531,63.1078,84.8217,51.8839,97.1554,135.9516,66.4037,34.076,52.0519,54.2751,54.8585,87.886,3392.7218,48.6873,83.7281,78.6159333333333,75.746,107.453,114.7376,117.0389,70.9261,79.2642,82.0209
NIPAL3,27.365,27.2956,55.7211,89.4998285714286,55.1735,35.6271,38.8225,37.7144,41.3079,39.3973,26.4475,36.3239,42.0193,23.7923,29.3495,31.5677,180.6839,48.1447,48.7995,44.3477,41.2702,34.2263,44.4855,28.1647,40.6753,75.3019,40.6515,29.9175
BPIFB2,56.0009,58.8968,62.5202,75.5052,31.0978,33.6341,43.4593,39.6741,46.1352,52.9013,72.8424,91.2414,64.1873,67.3654,58.56,68.4295,87.281,55.789,1692.059,56.477,57.8444666666667,46.8123,86.7398,104.1612,36.0853,53.0647,1432.4412,28.2439
LILRA2,52.5043,32.2175,195.443,34.9141,56.07,30.8873,34.9207,40.1335,29.4464,31.1506,40.8681,64.1493,109.0056,27.4433,23.3669,46.9076,21.5734,29.6858,59.3493,33.4096,42.5776,228.7492,57.3084,27.2086,62.7091,24.1995,52.2489,43.8455
YBX2,33.128,14.3249,23.6603,20.2592,31.3134,34.2595,63.2533,50.7583,15.5967,21.8508,17.9632,22.2942,17.356,15.9748,16.734,14.5293,24.0392,16.8868,50.3983,22.8492,47.5699666666667,15.2181,27.2407,529.3049,19.4684,13.6397,20.2338,47.7446
CALM1,35.5791,18.159,27.1656,57.0195714285714,8.8865,35.3818,35.9818,29.3432,37.7601,35.6014,18.9839,40.2895,19.9273,26.0877,21.9584,50.7275,23.7093,59.2309,46.8183,22.5877,40.3831333333333,33.2935,35.3361,22.4236,28.6636,21.9183,37.5904,51.1593
CGB5,19.7331,21.335,23.8792,11.8302571428571,31.8956,0,23.6637,0,14.5222,18.1329,20.7675,20.9504,0,22.5651,36.4419,993.6731,22.3316,36.9444,0,22.1754,13.0835,0,20.0087,25.7458,0,11.3974,0,0
MRPL46,64.1497,105.9478,25.1779,54.4362285714286,134.1931,40.5304,64.4292,40.5982,159.2329,0,107.7418,27.4911,44.5091,122.3029,40.7006,47.1242,27.3476,42.2229,84.4142,45.9062,38.5063666666667,43.1876,35.0928,62.619,61.2816,54.0513,44.9859,69.6506
ERP29,54.0997,84.7407,87.5024,50.743,286.24,37.3061,69.676,57.6112,54.8318,74.5533,128.939,51.0731,66.5961,37.535,82.3381,75.0315,102.7826,49.3797,121.455,83.5356,51.1288333333333,59.4784,75.8959,40.2444,107.7284,124.6826,65.929,75.6702
LRP3,51.9033,63.987,36.7299,81.0639,34.6522,30.8873,34.8404,33.3816,38.2854,31.7298,64.0301,28.2613,41.0628,56.9425,37.8967,40.2016,53.0786,35.5262,37.1891,38.7143,40.3602666666667,31.2867,54.7291,43.7226,45.7436,48.5072,25.5315,32.8795
IGSF22,54.9788,41.9848,49.3197,42.7380857142857,66.486,38.4397,68.0899,66.7586,73.4569,47.0399,65.9757,74.3348,65.3806,56.5505,38.6902,46.7998,102.5462,34.3992,62.1463,73.9386,114.4679,55.6365,153.8928,70.098,62.421,53.0647,91.0074,58.3344
FLVCR1,26.1936,55.7304,121.3445,60.3400857142857,32.7892,70.4337,42.4701,95.3909,23.661,38.6782,32.6125,42.9726,73.5273,20.6746,61.7449,25.3072,62.2185,88.6234,36.6788,34.4248,60.1804333333333,81.5379,44.2811,59.6631,88.1719,39.247,59.4397,57.2697
VPS52,52.2631,52.0106,43.1539,60.3992285714286,109.0763,50.9073,69.1963,70.066,44.569,55.0132,43.3895,43.171,87.9931,54.6307,65.2531,41.9994,50.9236,62.5962,87.3807,55.9592,54.7494333333333,56.5405,50.6079,51.0159,118.3942,65.2839,52.1287,70.7823
CLIC2,110.2034,39.0924,104.4768,24.5788857142857,16.2454,60.087,44.2673,39.22,71.6197,34.5515,24.5123,158.1947,75.5873,52.0519,48.2615,43.3754,26.2978,35.9375,26.9411,56.6072,61.4527666666667,107.2407,49.6842,16.3571,30.5021,135.4584,37.5039,37.4908
GFRAL,0,0,0,30.2894428571429,0,132.0628,0,58.2783,0,0,0,0,59.903,0,0,0,0,0,41.4396,0,32.9344333333333,116.7776,0,0,4946.8687,0,79.63,276.0099
MARK1,82.6409,18.4966,9.5284,101.203614285714,49.8575,74.7791,77.8185,144.7129,70.3125,23.4135,9.0862,35.9081,22.2561,32.1689,26.7055,17.1887,29.1018,114.169,20.0178,29.9827,39.1895,23.953,23.239,107.0794,20.7649,36.7118,69.675,63.2302
FAM189B,76.7706,82.2417,84.922,79.6465571428572,69.2995,65.8841,58.4902,46.0794,68.0821,60.182,60.4483,81.5065,81.9311,105.302,96.2944,70.9976,75.6693,44.9312,163.8383,59.4116,67.7061333333333,64.4703,92.9434,67.4071,111.5143,51.2632,57.6868,106.887
MRPL21,0,0,0,14.1973142857143,0,69.1481,0,41.8319,0,0,0,0,41.73,0,0,0,0,0,216.4789,0,16.2050333333333,27.6923,0,0,86.1649,0,40.8392,99.2944
TNFAIP8L1,35.0102,32.8921,49.3197,95.9137571428571,21.4156,27.4651,22.4431,25.8528,39.1771,0,59.2085,37.6004,23.6837,21.8493,46.4089,32.8279,159.1914,43.5059,28.0812,21.3733,33.0452333333333,33.4472,55.3628,68.3449,18.5068,47.0767,45.1936,16.1408
MAT2A,34.7692,44.1664,33.886,55.9966428571429,98.7939,81.9937,66.8472,97.1644,42.27,104.1038,28.4698,50.9556,66.5961,65.5295,45.2482,32.3031,53.201,58.6879,70.2127,24.0365,53.7851666666667,50.2759,35.4992,27.0213,86.5626,73.5878,48.7615,95.044
EFHC1,40.0124,39.0924,32.2864,41.9106428571429,24.0287,0,37.5909,0,32.9635,54.2584,25.5496,90.6133,0,23.3581,51.239,45.107,54.5657,59.0947,0,52.9507,29.8511333333333,0,33.8235,112.9031,0,89.9096,0,0
XPNPEP2,47.9949,36.1486,43.6536,37.5603285714286,33.2453,38.6172,44.5741,37.2827,39.6308,536.3728,50.3946,32.0769,36.5131,31.2922,24.923,39.5588,41.2021,39.0435,55.1335,41.1028,55.0642,34.4635,42.0938,36.2832,38.6661,24.0329,40.2788,77.7902
SGPP1,56.7799,63.8399,52.9688,63.0753428571429,26.2864,32.7929,42.9618,49.8319,46.0291,120.3557,70.3695,58.6397,65.9856,46.2846,44.5247,217.8931,51.99,45.5563,19.6524,39.2529,59.7425,64.9172,45.7318,55.6809,60.8598,44.7513,33.4254,30.8976
RAE1,50.8388,42.0816,50.8183,46.4369428571429,48.4987,54.4227,25.5907,47.0443,37.1563,42.215,41.4366,39.3724,43.3959,46.1782,63.1831,55.7498,44.0473,36.7746,48.13,67.2778,37.0111,32.5357,31.2046,244.1776,122.5548,58.1843,27.2946,75.8446
NAT10,51.1911,53.8384,52.9688,61.0041142857143,82.3626,98.8053,49.2134,63.461,35.5658,39.4881,29.1329,36.9992,105.305,67.6763,85.6251,40.5736,46.4429,61.8797,84.9993,57.6596,45.9224666666667,75.2245,35.4992,46.2068,194.2363,51.9764,53.7127,116.3924
TAB3,32.8243,39.2728,123.0325,50.5823714285714,34.8121,91.9984,42.6661,70.7143,32.9635,0,61.1483,48.3272,50.5183,62.4362,59.5115,121.4069,71.9316,62.8852,57.8649,48.7384,38.2571333333333,81.7259,33.6681,80.2982,37.6123,36.7965,62.3845,44.5579
CCDC134,46.4724,186.2481,77.0939,59.4442,101.0951,41.7619,47.3242,86.5978,64.7191,65.8365,77.5147,42.4807,83.8395,72.6836,68.1712,58.3772,55.0706,56.0465,138.4891,47.0838,62.8819666666667,61.5686,96.6537,79.562,110.4919,64.2401,49.7825,72.2644
PID1,85.3483,81.8638,52.3625,77.9764714285714,75.4623,87.0523,93.5584,49.0351,70.4746,69.5772,106.5085,65.4926,55.6479,70.0546,79.5428,90.833,57.7989,119.8252,39.6657,72.5891,75.5105333333333,43.387,90.8277,47.5013,46.0607,77.2335,50.359,163.6533
DNAJC14,55.2325,43.8624,42.4639,40.5819428571429,146.1269,0,54.712,0,39.9975,54.2584,48.4601,46.9021,0,30.4394,74.0629,60.4287,57.269,78.804,0,46.5448,30.5453333333333,0,44.2811,84.6654,0,63.0675,0,0
SORCS3,31.0595,51.0613,53.7057,150.7211,44.538,36.1227,56.2449,26.3334,29.5143,50.2883,39.6629,35.6609,19.4737,60.4556,47.3806,32.0069,32.0568,45.8721,38.9418,34.4248,69.7177666666667,24.6808,40.8525,52.9305,28.2703,25.9302,22.4428,48.1864
ARPC3,48.2164,59.0326,62.2329,26.3884,36.621,28.6273,24.3267,14.911,29.7874,40.2223,34.3862,62.4011,29.6107,21.6988,29.553,49.345,46.1232,16.732,30.7196,51.9842,33.7142666666667,30.2942,37.4299,25.3341,43.9876,51.7376,23.4464,27.285
TPH2,47.5549,38.8233,68.0801,122.164385714286,34.0197,25.2802,46.9984,45.7622,71.7848,29.7486,77.6934,51.7836,20.2978,39.2136,39.0482,46.7998,29.3035,4.401,1.8639,43.1391,43.2806,36.8434,28.263,57.6376,338.3221,29.7719,20.9931,28.1789
TPP1,68.8961,76.0487,99.3162,57.8644428571429,92.6254,30.6747,53.7134,34.6344,52.2436,69.5772,42.8928,58.5049,80.4357,46.8206,58.0231,111.2355,33.107,51.7069,52.8951,31.6134,45.5219333333333,57.327,48.6652,16.0216,56.2769,28.3013,24.5514,77.2547
NR1H4,15.6745,257.094,14.4551,19.3573428571429,15.8027,20.5013,40.5586,26.3941,15.2417,135.6647,425.9752,29.3219,35.682,41.9215,208.7377,29.5967,18.1936,41.3569,14.3686,15.8442,68.8268666666667,23.1398,23.5081,16.893,16.9563,11.5826,19.7732,22.5904
NOC4L,44.6884,53.2221,49.2062,62.3788714285714,115.0086,62.0555,44.1655,82.5101,45.189,53.0233,50.2787,35.2527,71.1949,59.2157,62.1729,50.8444,49.1948,26.3966,97.3678,55.4462,51.8411666666667,62.1383,62.6929,119.0436,96.9015,48.8434,60.4055,81.082
NR1D1,75.5431,75.8738,31.4789,69.2055857142857,27.716,86.4531,86.1158,50.0619,47.7565,75.2431,54.75,65.3419,45.2323,71.0291,101.7656,35.1758,58.8735,90.8967,190.2898,207.9081,38.2226,32.3117,37.2579,51.3696,94.0438,62.6334,75.6967,114.0052
NSF,17.1473,20.6107,19.6345,145.301185714286,23.0001,19.045,21.0418,24.0164,12.736,14.3703,11.5447,16.2627,27.9543,20.0187,20.4928,18.1236,20.7931,69.1112,21.4001,21.3241,21.9629,30.7156,18.5446,22.218,15.3225,18.7848,34.6798,15.5212
REN,11.4339,16.8691,8.5511,9.91621428571429,10.3212,19.2655,14.1606,12.2605,12.6775,211.0896,16.9584,14.6282,9.1085,29.6781,78.6323,25.5413,10.1372,7.287,73.0156,6.605,8.72773333333333,18.6793,7.9473,9.1139,10.8725,5.5822,25.8867,26.6026
H1FX,50.8388,28.4506,85.9053,59.9347714285714,72.3986,60.2255,45.5075,71.698,21.7286,25.8504,50.1631,28.4572,103.3829,28.0826,68.9606,24.1126,57.5333,47.9235,48.4636,84.6977,48.0979,52.7667,50.2595,16.5465,256.6436,57.6509,70.9703,53.0792
CDX2,105.7292,53.591,179.4816,77.4587428571429,70.9137,67.2636,111.4507,69.1046,64.4218,60.4598,70.8573,62.6891,149.4338,83.26,59.6487,46.5847,85.6879,100.5885,73.8611,76.0101,101.293366666667,89.1989,114.3453,47.8306,171.1317,50.4436,109.415,49.5364
FAM13A,102.1398,33.6583,29.5135,39.6015857142857,29.6982,31.7527,41.4079,29.0742,30.1323,42.7038,18.6374,38.7429,20.9628,38.8541,51.3571,191.0925,29.1018,71.3754,20.626,42.3518,38.6242,18.2961,36.3261,33.7836,10.7233,91.3705,44.471,22.3318
ZNF397,56.5191,56.8973,45.5009,56.9177142857143,51.9673,46.2147,48.65,56.4296,44.2622,62.4406,54.8762,52.625,51.9337,46.4983,48.3728,58.7819,60.9424,46.5102,37.1891,53.5638,57.8163666666667,54.7469,64.4493,67.7183,58.9292,52.5782,42.4695,39.8956
