gene_symbol,adipose tissue,adrenal gland,brain,breast,colon,heart,kidney,liver,lung,lymph nodes,muscle,ovary,prostate,testis,thyroid gland
PAX6,0.401,0.7833,9.2425,0.6477,0.5924,0.7942,0.9602,0.2629,0.4013,0.281,0.4647,0.686,0.534,0.7417,0.7444
RPUSD1,10.6928,15.6663,7.1886,8.6366,4.4428,5.295,6.0015,7.8869,2.0067,12.1753,4.647,8.2321,5.3402,5.9336,8.1882
RHBDF1,12.0294,7.0498,3.0808,8.6366,5.9237,7.9424,6.0015,1.8403,25.0833,8.4291,11.6174,15.0921,10.6804,5.1919,10.4213
LUC7L,13.366,23.4994,19.512,19.4324,19.252,10.5899,19.2047,10.5159,21.0699,25.2872,6.9704,21.2661,16.0207,20.7676,19.3539
CACNA2D2,1.0693,2.3499,7.1886,0.9716,1.4809,5.295,3.6009,0.7887,19.0633,2.8097,1.6264,4.116,1.5258,8.9004,4.4663
BAIAP3,2.6732,1.5666,22.5928,2.1592,1.4809,0.7942,2.4006,2.629,7.0233,1.8731,0.2323,5.488,3.0516,4.4502,0.2233
TSR3,58.8104,56.3985,36.9701,57.2176,50.3514,50.3022,38.4094,55.2086,28.0932,36.5259,44.1461,29.4982,49.5878,39.3101,43.1742
PIGQ,8.0196,6.2665,4.1078,6.4775,2.9618,2.6475,13.2032,10.5159,5.0167,3.7463,23.2348,7.5461,5.3402,8.1587,14.8876
CRAMP1,4.0098,6.2665,5.1347,5.3979,4.4428,5.295,4.8012,2.629,5.0167,5.6194,4.647,5.488,6.1031,8.9004,6.6994
TEAD3,22.7222,25.066,3.0808,18.3528,77.008,31.7698,22.8056,21.0318,55.1832,20.6044,39.4992,36.3582,91.5467,24.4761,18.6096
SELE,1.3366,18.0162,4.1078,8.6366,0.2962,1.3237,0.4801,21.0318,48.1599,3.7463,2.3235,7.5461,7.6289,14.834,0.7444
DNAJC11,17.3758,21.1494,20.5389,17.2732,13.3283,39.7122,31.2076,26.2898,5.0167,12.1753,23.2348,19.2081,12.2062,14.0923,21.5871
FMO3,60.147,3.9166,0.6162,3.2387,11.8474,7.9424,12.0029,194.5445,45.1499,26.2238,6.9704,2.744,3.0516,2.2251,2.2331
MYLIP,52.1274,61.8817,16.4311,63.6951,65.1606,42.3597,51.6126,7.8869,59.1965,67.4325,34.8522,39.7883,57.2167,51.1773,131.7556
NOX1,0.1337,0.6267,0.4108,0.9716,8.8855,0.2647,1.2003,0.7887,0.602,0.9366,0,1.372,1.5258,1.4834,0.2978
E2F2,1.3366,1.5666,0.3081,0.7557,1.4809,0.5295,0.2401,0,2.0067,4.6828,0.4647,0.4116,0.2289,3.7085,0.6699
PSMB1,201.8265,161.3624,110.9102,171.6529,145.1305,148.259,138.0337,294.4458,140.4662,128.3091,216.0836,103.5867,122.8252,111.9966,138.4551
SYN1,1.0693,2.3499,307.057,1.0796,4.4428,18.5324,2.4006,23.6608,4.0133,1.8731,0.4647,4.116,2.2887,4.4502,0.7444
JARID2,16.0392,12.533,16.4311,10.7958,7.4046,18.5324,4.8012,7.8869,9.03,11.2388,9.2939,6.86,6.1031,34.1182,6.6994
CDKL5,4.0098,1.5666,28.7545,3.2387,2.9618,10.5899,6.0015,2.1032,8.0266,2.8097,2.3235,6.174,3.8144,5.1919,2.9775
CAMK1G,0.1337,0.235,40.0509,0,0.8886,0,7.2018,0.2629,0.4013,0.0937,0,14.4061,0.6103,2.2251,0.2978
CDK11A,4.0098,9.3998,4.1078,3.2387,4.4428,2.3827,4.8012,2.629,7.0233,12.1753,6.9704,4.116,3.0516,4.4502,2.9775
NADK,50.7908,28.9826,9.2425,44.2627,26.6566,18.5324,26.4065,105.1592,32.1066,44.0184,16.2644,24.6962,19.8351,21.5093,26.0534
TFAP2B,0,0,0,1.0796,0,0,16.8041,0,0,0,0,0,0.6866,2.9668,0
TFAP2D,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0
DLEC1,0.1337,0.7833,0.7189,0.7557,0.1481,0,0.3601,0.2629,8.0266,0.1873,0,5.488,0.3052,5.9336,0.3722
CYTH3,50.7908,12.533,19.512,24.8303,35.5422,34.4173,16.8041,5.258,27.0899,22.4775,25.5583,13.7201,19.0722,21.5093,32.7528
ADAM22,1.0693,7.8331,39.024,6.4775,1.4809,1.8532,4.8012,0,3.01,3.7463,0.697,4.116,3.0516,2.9668,3.7219
SYPL1,193.8069,173.1121,107.8294,159.7776,269.528,217.0936,232.8569,134.078,205.6827,155.4694,515.8125,159.1531,248.7019,164.6573,183.118
CYB561,9.3562,10.1831,15.4042,18.3528,10.3665,7.9424,28.807,28.9188,27.0899,11.2388,1.1617,18.5221,19.8351,10.3838,23.0758
SPAG9,56.1372,22.7161,89.3443,34.5465,41.4659,37.0648,39.6097,26.2898,54.1798,24.3506,171.9375,38.4163,40.4331,48.2105,70.7163
CELSR3,0.401,1.5666,4.1078,0.108,0.2962,0,0.12,0,0.5017,1.8731,0,0.1372,0.3814,1.4834,0.2233
AASS,22.7222,6.2665,14.3773,6.4775,8.8855,29.1223,25.2062,52.5796,10.0333,9.3656,4.647,18.5221,9.9176,7.417,13.3989
PLEKHG6,9.3562,1.5666,0.3081,26.9895,4.4428,0.2647,0.9602,1.8403,3.01,0.4683,0,0.4802,2.2887,0.6675,2.9775
SS18L2,22.7222,28.9826,26.7006,19.4324,28.1375,15.8849,25.2062,39.4347,47.1565,66.496,25.5583,16.4641,25.9382,13.3506,20.8427
MPND,16.0392,14.8829,11.2964,14.0345,11.8474,10.5899,10.8026,18.4029,7.0233,2.8097,11.6174,15.0921,9.9176,8.1587,9.677
MGST1,228.5584,9.3998,18.485,436.1495,65.1606,18.5324,78.0191,730.8565,46.1532,39.3356,13.9409,2.744,79.3405,10.3838,101.9803
CRY1,14.7026,8.6164,16.4311,15.1141,14.8092,13.2374,32.4079,23.6608,34.1132,18.7313,9.2939,16.4641,12.2062,39.3101,23.0758
PGLYRP1,21.3856,0.1567,0.7189,0.7557,0.5924,0.2647,0.12,0.5258,20.0666,0.9366,0,0.0686,0.3052,0.3708,0.0744
NFIX,84.2057,29.7659,146.8534,182.4487,88.8554,82.072,10.8026,23.6608,50.1665,29.0334,313.6698,100.8427,78.5776,51.1773,73.6938
ST3GAL1,36.0882,23.4994,8.2156,17.2732,16.2902,124.4317,28.807,115.6751,39.1299,30.9066,48.7931,21.2661,20.598,11.1255,138.4551
MMP25,4.0098,1.5666,0.4108,0.5398,0.1481,1.059,0.12,2.1032,4.0133,2.8097,0.2323,0.343,0.3052,0.3708,0.3722
IL32,22.7222,79.8979,3.0808,18.3528,13.3283,26.4748,76.8188,68.3535,215.716,44.955,18.5878,6.174,11.4433,4.4502,33.4972
PKD1,6.683,7.8331,7.1886,7.557,10.3665,13.2374,3.6009,5.258,6.02,7.4925,46.4696,9.6041,10.6804,4.4502,5.2107
MAPK8IP2,1.3366,0.47,73.9401,1.0796,2.9618,0.5295,1.2003,0.2629,0.602,1.8731,0.2323,8.9181,1.5258,3.7085,0.7444
MED24,17.3758,16.4496,16.4311,15.1141,8.8855,26.4748,16.8041,18.4029,52.1732,20.6044,48.7931,18.5221,13.732,20.0259,15.632
RHOBTB2,13.366,14.0996,28.7545,6.4775,5.9237,18.5324,9.6023,2.629,31.1032,11.2388,30.2052,13.7201,9.9176,8.9004,23.8202
HEATR5B,17.3758,14.0996,17.4581,15.1141,13.3283,29.1223,12.0029,10.5159,8.0266,12.1753,13.9409,9.6041,12.9691,12.6089,13.3989
SEC62,159.0553,101.8306,242.3594,195.4036,214.7339,82.072,124.8305,160.3678,128.4263,95.5294,85.9688,129.6549,104.5158,91.9708,187.5843
RPS20,1261.7495,1077.0548,353.2696,1271.743,1320.9835,391.8274,368.49,483.7324,997.3103,948.738,666.8387,1163.4637,830.0235,797.3271,506.9242
CSDE1,691.0217,354.0573,374.8355,858.2646,845.6072,1101.3527,292.8716,297.0748,466.5486,361.5132,3366.7223,437.6709,580.5587,475.4294,750.3371
UBE3C,36.0882,28.9826,23.6198,37.7852,29.6185,52.9496,31.2076,42.0637,20.0666,27.1603,78.9983,27.4402,27.464,31.1514,26.7978
REV3L,42.7712,12.533,9.2425,11.8754,14.8092,13.2374,8.4021,7.8869,13.0433,12.1753,23.2348,13.0341,14.4949,13.3506,12.6545
TENM1,0.6683,0.7833,3.0808,1.0796,1.0366,0.5295,3.6009,5.258,1.0033,0.5619,0.4647,0.5488,0.7629,0.7417,1.4888
PAX7,0,0,1.0269,0.108,0,0,0,0,0,0.0937,1.6264,0,0,0.3708,0.5211
MASP2,1.3366,5.4832,4.1078,2.1592,0.4443,1.5885,1.2003,207.6894,0.8027,2.8097,0.2323,4.116,0.4577,0.7417,4.4663
IYD,0.401,0.235,0.1027,0.108,0.8886,0.2647,2.4006,2.629,0.8027,0.1873,0,0.2744,0.0763,0.2225,736.1938
FAM76A,18.7124,15.6663,14.3773,24.8303,11.8474,15.8849,12.0029,5.258,12.04,10.3022,20.9113,19.8941,15.2578,22.251,19.3539
TRAF3IP3,0.2673,17.2329,0.3081,0.7557,0.4443,0.5295,0.4801,0.5258,3.01,29.97,0,0.6174,0.3052,0.6675,0.4466
POMT2,4.0098,3.9166,6.1617,4.3183,2.9618,2.6475,7.2018,2.629,2.0067,4.6828,23.2348,5.488,5.3402,7.417,8.9326
VTA1,14.7026,13.3163,30.8084,18.3528,19.252,23.8273,22.8056,28.9188,12.04,15.9216,46.4696,15.0921,19.0722,14.0923,23.8202
MLXIPL,20.049,0.47,5.1347,25.9099,4.4428,0.7942,20.405,136.707,0.8027,1.8731,23.2348,5.488,0.7629,5.9336,5.2107
BAZ1B,62.8202,31.3325,43.1318,48.581,57.756,52.9496,33.6082,39.4347,35.1166,52.4475,102.2331,74.7745,45.7734,53.4024,46.1517
RANBP9,73.5129,44.6488,137.6108,50.7402,72.5652,74.1295,49.212,49.9506,58.1932,68.3691,299.7289,47.3343,64.8456,191.3585,46.8961
ETV7,0.2673,3.1333,0.8216,0.3239,0.5924,0.7942,0.8402,1.0516,11.0366,4.6828,0.4647,3.43,2.2887,1.4834,0.5211
SPRTN,5.3464,7.0498,6.1617,5.3979,2.9618,10.5899,6.0015,7.8869,2.0067,4.6828,20.9113,6.174,4.5773,11.8672,5.9551
DYRK4,2.6732,6.2665,6.1617,3.2387,5.9237,5.295,4.8012,5.258,5.0167,6.5559,4.647,8.2321,7.6289,17.0591,5.9551
ZNF207,26.732,29.7659,22.5928,22.6711,20.7329,23.8273,24.0059,23.6608,31.1032,29.97,18.5878,24.0102,21.3609,21.5093,26.0534
UQCRC1,88.2155,56.3985,100.6408,86.3662,81.4508,540.0864,175.2428,233.9792,63.2098,51.511,448.4316,49.3923,75.526,84.5538,96.0253
STARD3NL,22.7222,18.0162,28.7545,16.1937,23.6948,23.8273,33.6082,13.1449,44.1465,23.4141,6.9704,20.5801,25.1753,24.4761,32.0084
CD9,74.8495,116.7136,139.6647,89.605,370.2308,87.3669,201.6493,52.5796,375.2455,136.7382,44.1461,53.5084,437.8984,77.1368,197.2612
HHATL,0,0.3917,45.1856,5.3979,0.1481,338.8778,0.12,0.2629,0.1003,1.8731,239.3184,0.5488,0.0763,2.2251,58.0618
NCAPD2,16.0392,16.4496,10.2695,12.9549,13.3283,10.5899,10.8026,5.258,10.0333,24.3506,9.2939,10.2901,12.2062,18.5425,14.1433
IFFO1,9.3562,16.4496,14.3773,6.4775,5.9237,5.295,3.6009,7.8869,7.0233,27.1603,6.9704,8.2321,12.2062,7.417,4.4663
GIPR,6.683,1.5666,1.0269,2.1592,1.4809,1.3237,0.8402,0.2629,5.0167,3.7463,0.2323,2.058,0.7629,0.445,0.6699
PHF7,10.6928,8.6164,6.1617,6.4775,2.9618,7.9424,3.6009,5.258,2.0067,2.8097,4.647,2.744,3.0516,1171.8854,5.2107
SEMA3G,308.7544,16.4496,7.1886,148.9818,39.9849,23.8273,28.807,1.5774,38.1266,15.9216,9.2939,4.802,15.2578,5.9336,12.6545
NISCH,22.7222,18.0162,45.1856,20.512,14.8092,15.8849,18.0044,15.7739,19.0633,24.3506,11.6174,32.9282,27.464,37.085,23.8202
STAB1,44.1078,68.9315,2.0539,19.4324,7.4046,18.5324,9.6023,65.7245,9.03,36.5259,4.647,7.5461,15.2578,8.1587,5.2107
FUZ,6.683,5.4832,9.2425,7.557,11.8474,7.9424,9.6023,5.258,9.03,7.4925,16.2644,10.9761,12.9691,17.0591,8.1882
SLC6A13,0.1337,0.1567,3.0808,0.2159,0,1.059,44.4109,7.8869,0.4013,0.0937,0.2323,0.343,0.0763,0.5934,3.7219
IDS,34.7516,32.8991,379.9702,29.1486,47.3895,60.8921,30.0073,21.0318,64.2131,49.6378,34.8522,43.9043,48.062,20.7676,34.2416
PRSS3,1.0693,0,18.485,0,5.9237,0,2.4006,0.7887,0,0.0937,0,0,2.2887,0.445,0.3722
ZNF200,2.6732,6.2665,4.1078,3.2387,2.9618,5.295,4.8012,2.629,2.0067,2.8097,2.3235,4.116,3.0516,14.834,2.9775
CD4,32.0784,46.2154,12.3234,24.8303,7.4046,15.8849,10.8026,86.7563,82.2731,52.4475,4.647,10.2901,17.5465,14.834,8.9326
LRRC23,4.0098,4.6999,19.512,6.4775,7.4046,7.9424,7.2018,2.629,29.0966,3.7463,16.2644,18.5221,8.3918,25.9595,6.6994
BTK,2.6732,22.7161,2.0539,3.2387,1.1847,2.6475,2.4006,2.3661,11.0366,23.4141,0.4647,2.058,2.2887,2.2251,0.6699
HFE,8.0196,7.0498,3.0808,9.7162,8.8855,5.295,6.0015,21.0318,5.0167,4.6828,1.6264,8.2321,12.9691,5.1919,7.4438
SCMH1,29.4052,25.8493,10.2695,26.9895,44.4277,47.6547,26.4065,13.1449,31.1032,24.3506,55.7635,38.4163,51.8765,29.668,26.7978
FYN,93.5619,42.2989,65.7246,32.3873,45.9086,15.8849,12.0029,15.7739,50.1665,46.8281,11.6174,21.9521,32.8042,15.5757,19.3539
HIVEP2,33.415,16.4496,64.6976,18.3528,17.7711,18.5324,13.2032,5.258,44.1465,21.5409,60.4105,28.1262,14.4949,11.1255,20.0983
FMO1,8.0196,0.7833,0.1027,5.3979,0.2962,0.5295,14.4035,0.2629,0.5017,4.6828,0,8.9181,1.5258,3.7085,0.4466
ELOA,57.4738,28.1993,20.5389,35.6261,22.2138,37.0648,27.6067,89.3853,34.1132,29.97,34.8522,28.1262,22.1238,26.7012,35.7303
LYPLA2,45.4444,35.2491,13.3503,22.6711,29.6185,23.8273,63.6155,94.6433,36.1199,42.1453,44.1461,21.2661,26.7011,19.2842,29.0309
CLCN6,14.7026,12.533,39.024,10.7958,11.8474,15.8849,9.6023,7.8869,13.0433,13.1119,13.9409,15.7781,16.7836,9.6421,11.1657
MRC2,18.7124,6.2665,4.1078,44.2627,17.7711,18.5324,13.2032,2.629,70.2331,14.985,4.647,68.6005,15.2578,38.5684,6.6994
NME1-NME2,2.6732,3.1333,2.0539,1.0796,1.4809,0.2647,0.2401,2.629,0.2007,0,0.9294,1.372,0.3052,0.7417,4.4663
SLC6A7,0.1337,0.0783,12.3234,0,0.4443,0,0,0,0,0.0937,0.2323,0,0,0.0742,0
TSPAN9,50.7908,21.9328,8.2156,23.7507,29.6185,95.3094,39.6097,55.2086,50.1665,20.6044,11.6174,25.3822,22.8867,16.3174,18.6096
BTBD7,17.3758,13.3163,4.1078,15.1141,13.3283,15.8849,18.0044,10.5159,10.0333,12.1753,18.5878,17.8361,12.9691,13.3506,14.1433
APBA3,4.0098,5.4832,1.0269,3.2387,4.4428,2.6475,4.8012,5.258,4.0133,9.3656,9.2939,4.802,4.5773,2.2251,2.9775
MKS1,4.0098,5.4832,5.1347,5.3979,2.9618,2.6475,6.0015,5.258,5.0167,3.7463,2.3235,10.2901,6.1031,6.6753,7.4438
ABHD5,98.9083,7.0498,14.3773,33.4669,22.2138,34.4173,22.8056,21.0318,27.0899,16.8581,13.9409,8.9181,13.732,21.5093,17.8652
ANOS1,1.3366,1.5666,16.4311,14.0345,1.1847,13.2374,1.2003,1.5774,28.0932,1.8731,74.3514,2.058,4.5773,7.417,15.632
AKAP8L,20.049,22.7161,31.8353,12.9549,37.0231,21.1799,15.6038,7.8869,28.0932,22.4775,60.4105,14.4061,24.4125,25.2178,17.8652
MBTD1,9.3562,9.3998,9.2425,15.1141,5.9237,7.9424,9.6023,10.5159,5.0167,12.1753,6.9704,9.6041,12.9691,21.5093,11.9101
UTP18,29.4052,33.6824,39.024,22.6711,29.6185,13.2374,43.2106,39.4347,41.1365,32.7797,55.7635,41.1603,30.5156,73.4283,47.6404
RNF216,16.0392,22.7161,11.2964,11.8754,16.2902,21.1799,12.0029,10.5159,11.0366,20.6044,20.9113,20.5801,16.0207,28.9263,17.8652
TTC19,24.0588,27.4159,66.7515,31.3078,17.7711,26.4748,36.0088,28.9188,20.0666,16.8581,20.9113,24.6962,22.8867,14.0923,48.3848
PTBP1,77.5227,70.4981,13.3503,36.7057,41.4659,26.4748,55.2135,63.0955,84.2797,71.1788,30.2052,54.1944,44.2476,39.3101,43.9185
DPF1,0.1337,0.1567,13.3503,0.4318,0.2962,0.2647,0.12,0,0.301,0.281,0.697,0.4802,0.0763,0.7417,0.1489
SYT7,2.6732,0.7833,52.3743,6.4775,2.9618,15.8849,12.0029,113.0461,1.0033,0.9366,4.647,3.43,4.5773,3.7085,9.677
LARS2,6.683,6.2665,11.2964,6.4775,5.9237,15.8849,15.6038,15.7739,4.0133,8.4291,6.9704,7.5461,7.6289,5.9336,8.9326
PIK3C2A,37.4248,32.8991,33.8892,29.1486,32.5803,45.0072,49.212,34.1767,44.1465,24.3506,11.6174,30.1842,32.8042,29.668,44.6629
PLAUR,13.366,6.2665,3.0808,5.3979,7.4046,5.295,2.4006,1.8403,59.1965,7.4925,2.3235,6.174,5.3402,2.2251,1.4888
ANLN,1.0693,1.5666,147.8803,1.0796,2.9618,2.3827,0.6001,0.2629,0.7023,0.9366,0.2323,1.372,0.7629,13.3506,0.7444
WIZ,22.7222,12.533,6.1617,11.8754,11.8474,13.2374,8.4021,10.5159,9.03,11.2388,23.2348,13.0341,11.4433,17.8008,8.9326
RABGAP1,37.4248,25.066,41.0779,24.8303,48.8705,42.3597,20.405,10.5159,22.0733,18.7313,53.44,28.8122,47.2991,30.4097,53.5955
DCN,274.0028,75.9813,21.5659,245.0642,636.797,399.7699,110.427,73.6114,757.5144,383.0542,109.2036,675.0285,474.5171,292.2296,163.0197
QPCTL,6.683,6.2665,4.1078,4.3183,8.8855,2.3827,7.2018,10.5159,13.0433,10.3022,1.6264,6.86,6.1031,2.9668,6.6994
PPP5C,13.366,18.0162,18.485,8.6366,8.8855,26.4748,19.2047,23.6608,10.0333,14.985,25.5583,13.0341,10.6804,10.3838,18.6096
CEP68,25.3954,14.0996,20.5389,20.512,22.2138,21.1799,8.4021,2.629,13.0433,13.1119,55.7635,19.8941,22.8867,14.834,14.1433
MAP4K3,28.0686,12.533,27.7276,24.8303,22.2138,39.7122,36.0088,18.4029,22.0733,10.3022,34.8522,34.3002,25.1753,26.7012,31.264
ZBTB32,0.2673,3.1333,0.6162,0.2159,0.1481,0,0.12,0.2629,0.4013,4.6828,0,1.372,0.4577,23.7344,0.5955
TYROBP,183.1141,136.2964,47.2395,84.2071,45.9086,52.9496,43.2106,73.6114,359.1923,133.9285,20.9113,54.1944,53.4022,39.3101,13.3989
TMEM159,57.4738,17.2329,5.1347,80.9684,87.3745,206.5036,25.2062,2.629,47.1565,53.3841,65.0574,40.4743,106.8045,31.8931,39.4522
GABRA3,0.1337,0,24.6467,0.108,0.2962,0,0,0,0,0,0,0,0.1526,1.4834,0
BRCA1,1.3366,1.5666,2.0539,2.1592,2.9618,5.295,1.2003,7.8869,1.0033,1.8731,2.3235,2.744,2.2887,9.6421,21.5871
ERCC1,25.3954,19.5828,13.3503,18.3528,14.8092,34.4173,12.0029,15.7739,17.0566,14.985,53.44,21.9521,16.0207,14.0923,17.1208
CD22,0.2673,70.4981,12.3234,0.7557,0.4443,0.2647,0.4801,0.5258,2.0067,34.6528,0.2323,59.6824,0.7629,1.4834,5.2107
SEMA3B,2.6732,2.3499,42.1048,12.9549,13.3283,5.295,18.0044,0.5258,41.1365,4.6828,0.9294,13.7201,9.9176,3.7085,5.2107
MBTPS2,10.6928,8.6164,14.3773,10.7958,8.8855,13.2374,9.6023,18.4029,5.0167,5.6194,13.9409,10.9761,9.1547,8.1587,11.1657
PRICKLE3,6.683,3.9166,1.0269,3.2387,5.9237,5.295,3.6009,2.629,9.03,7.4925,34.8522,4.802,5.3402,2.2251,5.2107
LTF,26.732,17.2329,1.0269,160.8571,1.4809,5.295,40.81,2.1032,283.9425,9.3656,0.697,0.686,41.9589,71.2032,7.4438
EXTL3,16.0392,7.0498,16.4311,6.4775,8.8855,26.4748,8.4021,10.5159,7.0233,7.4925,16.2644,11.6621,9.1547,10.3838,8.1882
NR1H4,0,0.235,0.1027,0,0.8886,0,48.0117,134.078,0,0.9366,0,14.4061,1.5258,0.6675,0
ELOVL5,271.3296,93.2142,230.036,867.9808,167.3443,47.6547,64.8158,202.4315,181.6028,130.1822,20.9113,113.8768,83.1549,131.2808,95.2809
ALOX5,10.6928,39.9489,5.1347,4.3183,1.3328,5.295,8.4021,5.258,36.1199,19.6678,0.697,2.744,21.3609,2.9668,1.4888
KDM5D,0,18.7995,0.1027,0,0,18.5324,0,7.8869,13.0433,0.0937,13.9409,0.0686,21.3609,15.5757,0.0744
CALCOCO1,52.1274,23.4994,33.8892,44.2627,48.8705,60.8921,21.6053,10.5159,44.1465,42.1453,92.9392,22.6382,58.7425,12.6089,37.9635
UBR7,30.7418,23.4994,48.2665,26.9895,31.0994,39.7122,37.2091,26.2898,26.0866,29.0334,44.1461,33.6142,30.5156,45.9854,39.4522
MAP4K5,20.049,18.0162,26.7006,21.5916,23.6948,13.2374,19.2047,10.5159,32.1066,17.7947,11.6174,34.9862,26.7011,14.834,17.8652
EHD3,5.3464,12.533,77.021,6.4775,5.9237,47.6547,19.2047,49.9506,9.03,17.7947,4.647,10.2901,13.732,7.417,5.2107
PSMC4,88.2155,69.7148,93.4521,60.4564,51.8323,66.1871,93.6229,181.3996,58.1932,63.6863,176.5845,69.9725,48.8249,80.1036,88.5815
MAN2B2,24.0588,17.2329,13.3503,14.0345,14.8092,13.2374,12.0029,23.6608,17.0566,21.5409,13.9409,18.5221,17.5465,11.1255,18.6096
SLC7A14,0.401,0.7833,30.8084,0.5398,2.9618,0.2647,0.6001,0.5258,0.1003,0.9366,0.2323,0.5488,0.7629,0.7417,0.2978
CLDN11,45.4444,6.2665,175.6079,10.7958,32.5803,5.295,7.2018,2.629,15.05,10.3022,1.8588,36.3582,19.0722,131.2808,4.4663
SLC25A39,32.0784,42.2989,13.3503,34.5465,44.4277,21.1799,74.4182,97.2723,72.2398,52.4475,27.8818,36.3582,30.5156,43.7603,53.5955
MVP,102.9181,73.6314,19.512,45.3423,53.3132,21.1799,80.4197,42.0637,98.3264,52.4475,27.8818,88.4946,38.9074,31.1514,31.264
NUB1,52.1274,34.4658,29.7814,36.7057,37.0231,42.3597,31.2076,28.9188,58.1932,31.8431,76.6748,36.3582,45.0105,42.2769,41.6854
PGM3,21.3856,8.6164,13.3503,19.4324,10.3665,7.9424,19.2047,39.4347,19.0633,14.0484,6.9704,19.8941,12.2062,21.5093,9.677
RWDD2A,8.0196,6.2665,26.7006,6.4775,4.4428,7.9424,9.6023,7.8869,5.0167,3.7463,4.647,6.174,6.1031,17.0591,6.6994
CLK1,49.4542,72.8481,32.8623,63.6951,96.26,58.2446,61.215,36.8057,150.4995,173.2641,134.7618,60.3684,122.0623,43.7603,52.8511
POLR3B,5.3464,9.3998,6.1617,8.6366,4.4428,10.5899,10.8026,18.4029,5.0167,5.6194,9.2939,16.4641,8.3918,9.6421,10.4213
ANGEL1,18.7124,10.1831,12.3234,8.6366,10.3665,13.2374,8.4021,10.5159,20.0666,14.985,18.5878,11.6621,10.6804,24.4761,8.1882
RNF14,28.0686,18.7995,45.1856,60.4564,32.5803,105.8993,58.8144,55.2086,21.0699,22.4775,27.8818,26.7542,34.33,42.2769,42.4298
DNASE1L1,14.7026,17.2329,8.2156,9.7162,7.4046,21.1799,12.0029,10.5159,10.0333,5.6194,90.6157,8.2321,4.5773,2.9668,18.6096
DDX11,1.0693,10.1831,2.0539,2.1592,1.4809,2.6475,3.6009,2.629,5.0167,22.4775,4.647,1.372,8.3918,4.4502,3.7219
HEBP1,74.8495,36.0324,26.7006,71.2522,65.1606,39.7122,40.81,94.6433,56.1865,45.8916,44.1461,56.2524,48.8249,31.8931,80.3933
GPRC5A,18.7124,1.5666,1.0269,9.7162,16.2902,2.6475,7.2018,0.7887,389.2922,4.6828,2.0911,26.7542,21.3609,4.4502,64.0169
MAMLD1,6.683,3.9166,10.2695,3.2387,4.4428,1.8532,2.4006,2.1032,15.05,4.6828,4.647,22.6382,3.0516,12.6089,2.2331
CD6,0.6683,21.1494,0.7189,1.0796,0.8886,0.2647,0.4801,0.7887,9.03,27.1603,0,1.372,0.6866,0.6675,0.6699
TACC3,2.6732,10.1831,1.0269,2.1592,1.4809,2.3827,1.2003,2.3661,3.01,14.985,0.4647,2.058,1.5258,27.4429,2.2331
UFL1,36.0882,29.7659,39.024,34.5465,39.9849,47.6547,42.0103,55.2086,21.0699,24.3506,72.0279,35.6722,39.6702,28.1846,44.6629
POLA2,6.683,6.2665,4.1078,4.3183,4.4428,5.295,4.8012,2.629,6.02,5.6194,4.647,5.488,4.5773,7.417,3.7219
ZC3H3,14.7026,9.3998,5.1347,6.4775,5.9237,5.295,10.8026,7.8869,8.0266,8.4291,39.4992,10.2901,7.6289,14.834,8.9326
CAPN1,34.7516,32.1158,20.5389,28.069,29.6185,23.8273,42.0103,44.6927,29.0966,29.97,65.0574,34.3002,38.9074,15.5757,34.986
ACPP,0.9356,0.705,0.5135,0.4318,0.7405,0.5295,12.0029,0.2629,0.903,0.4683,0,1.372,96.8869,0.5192,2.9775
MDH1,34.7516,44.6488,261.8714,128.4698,62.1988,855.1368,133.2326,134.078,39.1299,44.0184,69.7044,31.5562,70.9487,35.6016,61.0393
SLC30A9,30.7418,25.066,84.2096,29.1486,28.1375,84.7194,55.2135,31.5478,27.0899,14.985,34.8522,33.6142,28.9898,22.251,52.1067
MTMR11,2.6732,2.3499,6.1617,3.2387,14.8092,2.3827,18.0044,2.629,16.0533,5.6194,1.6264,25.3822,12.9691,6.6753,1.4888
COX15,33.415,23.4994,28.7545,48.581,31.0994,45.0072,37.2091,42.0637,17.0566,25.2872,58.087,34.9862,39.6702,19.2842,29.7753
CCDC88C,5.3464,15.6663,1.0269,4.3183,2.9618,1.5885,4.8012,1.0516,11.0366,19.6678,0.4647,4.116,6.1031,6.6753,0.7444
YAF2,6.683,7.0498,13.3503,5.3979,5.9237,31.7698,7.2018,7.8869,9.03,8.4291,16.2644,6.86,8.3918,7.417,13.3989
ZMYND11,70.8397,60.3151,128.3683,70.1726,124.3976,127.0792,85.2208,52.5796,60.1998,50.5744,141.7323,88.4946,119.7736,66.0113,132.5
WAS,17.3758,52.4819,4.1078,6.4775,2.9618,5.295,3.6009,7.8869,17.0566,52.4475,1.3941,4.802,3.8144,3.7085,2.9775
DPEP1,0.5346,0.7833,0,0.3239,0.1481,0,63.6155,0,0.8027,25.2872,0,0.2058,0.2289,77.8785,0.2978
BID,17.3758,14.0996,26.7006,11.8754,11.8474,21.1799,8.4021,34.1767,20.0666,14.985,25.5583,6.86,7.6289,5.1919,6.6994
MATR3,2.1386,2.3499,2.5674,1.3495,1.8512,1.4561,1.5004,0.9201,2.2073,2.0604,1.6264,2.401,1.3732,1.2609,1.861
