gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,pancreas,placenta,prostate,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder,uterus
SRSF10,39.1242,57.4294,35.2980125,59.1375,57.2154,47.9666,54.3177,68.7239,62.8673,39.7924,54.1443,73.4593,69.8702,77.9562,30.9805,66.8214,41.4705,60.2849,63.8138,76.0699,74.473,76.2495,46.3523,53.3312,69.3268
GATB,20.3955,3.1621,42.769025,8.0079,2.5022,56.7971,30.5509,14.1965,7.4897,12.1178,2.8649,3.8966,16.9578,14.0673,3.8388,23.8076,3.6583,9.0659,3.0366,20.4157,4.7787,9.1302,2.344,15.8768,1.4528
KBTBD11,37.5413,50.0659,155.3095375,5.3002,61.1518,4.1072,38.8775,22.8434,25.253,10.8078,3.7793,4.7822,14.563,13.7417,17.68,6.5329,61.651,64.2363,21.7923,11.9043,36.2584,6.9093,5.8014,19.0031,13.5399
CTIF,22.8609,21.7245,39.2866875,16.0734,13.5791,42.4218,18.8098,25.8441,21.7401,17.3252,42.2426,12.6934,19.1585,18.5284,30.7913,16.1439,19.191,20.5473,52.218,13.9459,14.7244,23.4732,28.8896,25.2557,20.7167
PROM1,3.6981,16.2787,26.3230875,244.6155,260.4748,21.651,124.2404,2.0004,23.4634,17.358,9.6311,73.6217,111.7794,25.2039,78.1271,41.0822,69.0875,14.0163,144.8053,52.6207,22.9975,26.2185,267.8001,25.9913,115.4091
MIPEP,42.0798,12.7068,27.1009375,34.1344,42.8123,64.6302,70.357,49.5909,41.0941,46.277,25.0834,5.6677,16.1811,29.9907,29.3585,57.9485,22.8792,22.6646,31.6762,40.2275,7.7057,38.9576,37.0349,31.2018,40.7651
CD151,89.0904,7.788,16.4766125,116.7195,100.3939,125.6225,96.9842,27.425,190.6898,58.2966,84.3023,129.6497,67.5725,146.3388,182.9635,77.3903,71.1265,18.3106,56.1478,10.5241,4.8982,75.7559,82.8012,156.0092,141.8498
TECPR2,32.0221,37.447,81.6007875,37.3894,35.5193,29.2493,28.5142,34.6523,36.0567,26.299,36.4822,28.0731,23.7216,38.7827,55.4189,28.3304,19.5808,29.6728,28.4311,46.3522,36.9752,21.1598,37.826,38.4046,37.4237
CYP11A1,1992.264,33.4944,22.175525,24.8879,12.7552,27.3424,21.8649,27.425,14.5155,26.0697,87.472,17.8298,124.1418,17.6492,44.2811,17.7143,29.0863,32.5058,20.7205,79.1323,32.2562,21.3449,29.417,13.8539,15.5738
NPR2,30.1731,20.3777,26.5187375,12.2135,9.246,27.3717,20.4871,9.2277,17.7632,19.6178,17.1896,5.2545,5.9547,11.104,21.8432,18.688,6.0871,2.505,25.6029,18.1728,1.4933,10.9809,13.3607,19.4935,19.9903
ATP1B2,37.149,46.4939,155.22155,18.7235,17.1493,23.9979,16.7731,18.4554,15.8411,8.9082,57.2378,23.3204,19.5468,8.7921,40.3882,5.5279,27.9469,13.5988,27.151,10.4666,5.9136,13.6336,22.2092,16.6124,4.8814
CREB1,24.0936,44.8251,25.8924625,65.4027,45.223,45.2969,35.8674,26.3926,34.1015,28.526,63.0439,56.8398,53.867,44.4813,26.1415,53.9282,39.8662,59.3008,39.1189,85.0557,71.0085,55.2284,52.0071,51.6761,58.6343
GTSE1,22.1746,164.4123,27.8234625,35.3442,43.8651,37.5665,24.7253,39.3791,28.4344,25.12,35.1412,22.9662,34.4497,14.8976,26.7092,39.1035,37.6323,40.6174,13.5011,42.3841,83.9707,30.5676,41.2688,28.9184,48.799
RGS10,22.5248,51.9007,38.997475,56.7659,57.8765,12.5564,23.003,25.4031,56.5375,69.6503,31.9817,30.4445,55.1669,36.9917,60.5553,36.5384,44.639,57.596,49.8364,22.6202,109.5517,62.9243,50.1417,45.9343,46.8958
TRMU,13.2795,4.7138,10.7649875,12.0983,11.2295,5.3687,5.6909,9.1954,3.778,3.3078,7.6805,3.7785,5.1132,2.8981,11.5704,11.4641,14.5432,9.3342,8.7824,2.0991,15.5606,9.5312,9.3466,6.3752,10.5182
COL11A1,13.2795,12.6775,30.1909875,10.2259,7.7203,3.0511,7.5778,8.6469,6.9263,10.3493,13.5323,3.1586,17.5727,10.4853,3.8658,26.4773,7.0767,2.6243,8.7824,13.7446,3.3152,9.5003,48.4326,12.5053,26.1792
NEO1,76.5393,29.3954,68.7687,81.7497,256.5689,40.7202,84.7638,33.8134,64.0272,96.0257,66.1984,67.7768,20.906,59.1998,66.6649,113.9497,85.2199,35.2495,80.6194,94.7172,35.9,61.8756,54.8492,64.6718,41.7239
GOLIM4,6.0234,2.2252,15.10525,1.9012,7.9949,33.7086,9.7643,9.3568,2.121,9.7925,4.2669,4.9888,11.6828,6.5778,1.7031,7.1297,11.7245,2.7734,5.0908,2.9617,2.9867,3.3004,4.5122,4.2604,3.6901
MT1X,1741.2419,90.0601,393.9198,538.0562,483.2333,391.3308,1513.6485,4788.7966,1209.4251,1148.9675,382.1645,2758.1552,218.0571,2494.5654,451.2721,1220.0593,307.2655,387.923,2501.018,109.4107,1246.6731,1508.4871,456.0806,888.2409,320.513
ZNF202,20.0594,27.9901,24.70955,22.2666,31.0336,23.2352,14.8861,16.4228,20.5139,23.3186,38.0366,21.4016,16.9578,29.9255,21.1673,20.227,34.4238,26.3924,29.7411,34.1028,19.3239,13.5719,14.4741,20.6275,24.2034
TMC6,31.0416,111.5503,47.0234375,28.5174,46.6267,70.4683,31.9587,42.9766,55.8415,14.8689,10.5759,77.6953,30.2911,32.205,53.6888,29.147,56.7333,75.1511,27.6571,15.1536,85.8075,58.2975,34.9547,28.7498,29.1428
MRPS12,36.5327,42.1168,23.0695,29.2087,37.0145,25.9929,41.723,34.8943,25.0044,25.5621,40.7035,27.5565,30.6471,30.1209,32.0754,36.6536,28.5166,29.8666,35.5761,19.6968,37.2291,26.0334,28.0399,23.57,42.0581
AGA,24.7473,32.8698,32.9717625,36.1412,41.8664,24.4673,37.7993,46.4397,34.6427,19.192,32.3677,41.3863,48.0904,31.9553,36.7117,43.0086,31.785,38.0925,43.3463,49.6494,43.8247,55.2953,51.8997,26.9721,47.2445
KLF7,92.7885,112.6629,76.83325,74.2603,61.8841,101.5072,89.1967,119.315,106.712,56.0041,79.9744,74.8615,48.1551,70.4667,79.1544,77.0762,71.0666,97.3982,83.0011,62.8573,109.1335,68.3531,61.178,100.9002,64.6198
RGS19,63.1478,294.0127,72.5339875,48.4507,59.565,40.2508,57.0883,65.9491,120.3659,44.9998,78.5115,74.4482,81.2294,49.6914,95.7531,59.1734,52.2354,206.5463,39.8929,24.4988,100.6514,114.3742,83.1528,71.1696,75.7772
RGS4,48.4674,8.7445,216.05485,10.6196,9.9478,25.3866,25.3792,14.6052,20.2156,7.9912,29.706,29.9721,6.1057,4.472,11.6605,8.8362,16.0724,6.1234,14.1312,15.3357,9.9357,53.6296,22.385,23.621,46.2954
TMEM187,43.4246,35.3096,23.5641875,21.6617,30.5759,24.702,17.8513,2.3231,8.2851,19.2575,31.0267,20.6046,4.5954,26.832,56.5003,15.3273,29.6261,52.1883,44.0608,26.8567,39.5437,25.108,23.4398,43.891,3.4286
TRIM16,84.4958,51.5298,45.621375,28.5174,26.1207,51.047,45.9462,42.3959,59.9178,127.9906,45.2294,27.6303,64.9188,41.6808,52.2289,91.7125,15.2328,18.0721,72.879,23.3486,31.0615,40.654,76.3553,83.491,40.2712
SLC25A24,38.1016,45.6742,22.92195,92.4077,146.4713,30.8629,64.0371,5.0978,130.5068,36.681,105.3322,42.39,125.6952,105.0487,25.7901,73.9354,100.2728,124.059,93.7781,15.2974,39.1256,134.0535,87.3134,83.9814,53.5205
ABCA3,18.0982,11.4185,83.647425,38.1384,3.9669,6.5129,27.5557,3.8072,500.2872,5.1091,3.9621,35.2463,15.7928,13.3509,21.3566,17.7143,10.0153,16.7599,4.4061,49.1126,28.2541,44.6639,21.7404,13.9152,13.3656
SEC23A,32.5544,16.8643,36.729625,31.3979,69.5128,48.1719,38.2486,93.2774,41.1935,117.2483,117.4929,22.2577,56.3751,108.4679,11.0567,40.0457,86.8392,30.0008,30.9914,41.2914,22.1314,33.6522,24.9634,119.229,48.8426
COL16A1,22.5248,4.5089,70.7654375,81.2312,34.2987,22.8245,9.5247,2.9684,38.6417,2.2926,121.8513,12.044,5.0485,35.2333,20.8159,82.0387,33.7041,10.5569,4.7633,57.2214,11.0507,37.5078,52.3294,90.1114,68.92
RASSF1,30.8174,46.4354,32.7828,33.5871,37.4112,38.4319,31.3297,45.0416,38.7742,17.882,42.1816,48.0578,24.2717,39.4014,29.2504,36.0568,31.1853,36.8598,37.154,38.3585,32.316,37.5078,41.1369,31.6922,30.6247
MED7,24.8501,28.7806,33.969925,44.4467,40.7984,40.7202,49.8399,12.68,31.5165,27.2488,45.7171,54.1093,67.8961,43.1462,31.4131,37.8157,62.1907,44.4942,39.4761,101.6183,33.1522,47.4092,27.9813,45.0863,43.0605
S100P,3.1378,1473.8698,10.260825,11.1189,243.6306,18.8932,8.9856,5.4205,18.2272,2.6856,9.9968,3.9556,1607.1762,924.2074,16.7068,360.6312,40.1811,259.9871,2618.0472,2.9905,75.6229,12.5232,803.2832,1122.5918,33.2397
TRAF5,16.6975,16.1616,45.00165,84.5727,76.4092,15.1967,24.261,21.6819,51.1025,11.0043,74.3665,186.15,32.5565,70.4667,24.2221,22.3,70.0471,97.6965,114.0818,53.7133,98.262,59.593,68.3857,120.2711,77.753
POT1,25.7466,34.4313,39.0002375,50.2366,33.3222,40.2215,43.2505,52.4625,41.0941,20.9933,32.0629,31.9401,46.6988,43.8626,14.2197,36.3395,23.6889,41.9594,30.2174,91.2667,33.5405,50.833,32.6107,41.5922,42.7699
DHX30,96.1504,78.3195,129.872575,76.1615,81.4442,94.6129,80.0314,49.5264,70.2245,66.7791,94.2077,69.8136,51.3266,78.1516,88.9676,77.5473,40.8408,63.3118,71.5989,239.726,81.3574,60.395,68.5615,76.7786,102.305
LIMK1,14.8858,4.2746,10.3200375,5.1082,2.3395,4.9678,8.5263,9.0341,4.728,28.406,8.351,11.1781,9.6655,8.4664,12.2372,6.4911,9.6954,6.4813,9.7053,7.0928,6.0928,10.8987,9.8057,5.1901,10.3632
NAGLU,17.2298,16.513,8.2520375,17.9458,29.691,12.263,30.4012,51.0428,27.142,20.5676,25.6625,26.8628,21.4238,11.6902,17.8963,8.4803,14.813,16.9388,10.5091,12.5657,15.9489,23.2573,21.799,18.6353,11.506
SKAP2,18.5801,47.3489,14.7424875,22.33,27.439,12.2278,34.1931,20.301,33.5116,11.7248,19.5303,27.0399,14.8737,19.5249,11.1054,22.8276,19.3709,52.1167,19.613,28.2254,21.1577,21.8631,14.8609,34.8799,11.4828
F3,54.4628,1.4054,70.012125,50.9856,115.4072,52.2791,12.9392,11.6798,139.5873,29.6723,165.8616,304.4642,180.1933,85.3155,53.6888,75.443,75.1447,4.2944,115.094,100.8132,120.3635,52.6837,206.7393,94.8928,41.0847
REEP1,51.4932,51.4713,242.586425,65.6187,155.7173,134.5997,42.8012,44.977,68.6337,77.9472,58.9751,56.7955,72.5239,128.4616,30.6291,47.4581,80.6021,49.4447,67.0737,466.915,37.692,46.4838,66.95,226.0754,78.1016
GTF3C2,85.5044,118.2648,82.9200125,107.7514,111.7047,76.903,96.1056,85.2865,91.2023,86.4406,103.8083,113.6107,94.7352,79.6712,129.3649,96.5913,80.4022,104.9134,99.8514,79.4198,115.545,110.2615,89.462,92.6043,122.0725
SP2,35.5801,40.4919,42.35465,53.6357,35.4888,37.5225,36.4514,26.199,34.2672,46.8011,32.9468,23.9108,39.2555,32.1073,45.9842,35.7113,31.0054,45.9555,32.7777,38.2722,54.059,53.023,35.5993,34.9412,28.707
SLCO2A1,269.1764,36.4808,40.6359625,65.4459,77.8739,69.4121,235.0025,31.9421,166.2322,40.2181,46.6314,65.002,152.4911,118.2694,94.1851,59.3619,96.9744,126.5044,110.9857,24.9014,58.0015,144.2941,87.3134,84.2879,46.3147
PIK3CA,7.2841,4.9773,16.8115875,49.4301,40.9509,47.2331,27.9152,24.9084,21.6738,45.9168,46.5705,41.5635,40.9707,71.3133,1.3517,59.1106,31.6651,69.7832,19.5892,36.2881,94.9169,36.5825,22.2678,70.8018,45.908
CLP1,102.6501,131.928,84.8169375,109.1725,105.4593,95.2877,113.6974,116.153,126.9277,109.0605,108.5019,139.9225,131.4556,108.2399,88.7243,92.5291,109.8683,113.2635,89.7293,114.0402,121.2595,99.6919,97.6269,107.1529,75.0217
KHSRP,57.5633,102.5326,64.9852875,71.9943,44.3889,48.3871,64.4764,54.1617,49.5117,59.8468,87.533,54.8866,48.3708,64.9743,73.4053,48.683,46.2782,55.0114,53.4287,75.7968,60.3311,60.4978,47.9931,60.912,73.3946
CEP350,31.2937,26.0431,43.57545,54.0101,41.4239,37.3024,36.3316,28.7963,43.7122,107.9306,64.7811,45.46,53.236,63.2702,31.8321,71.7054,59.6419,60.9112,58.2466,127.3823,91.4972,46.9311,38.0165,58.2506,36.523
GALK1,3.1938,5.2115,2.4044875,3.9175,8.7272,4.4593,3.9536,30.587,2.7838,3.4061,2.9259,5.1954,11.2621,2.5399,8.3264,2.073,35.0235,4.6522,2.1435,7.0161,15.3516,11.4127,3.223,2.5133,2.8475
CLSTN3,8.3487,11.0672,54.618675,14.5179,19.0413,4.2246,23.4224,38.6532,20.2819,11.2663,22.7976,38.3754,4.9838,8.9223,31.6834,28.2676,22.3695,34.3548,8.5145,15.7574,36.6168,28.1926,25.6666,35.4929,21.908
DCAF1,17.706,14.9319,13.68315,8.3536,11.382,14.4046,7.5778,25.3278,20.5139,21.9431,17.7992,3.5719,5.5987,11.4297,17.1123,19.2219,24.7983,11.3025,25.9899,116.8006,31.8381,6.3541,11.046,15.1105,19.7869
BCAS1,4.1463,14.9319,108.97175,16.9376,35.5803,17.8371,2.2164,13.8093,14.4492,12.9694,1.7068,1.476,11.6504,16.8677,11.0297,11.2442,18.4113,16.2231,99.9109,12.4794,14.2166,12.2764,34.8082,24.7653,3.4867
FGFR3,3.3059,5.9728,209.777575,4.6953,43.3311,7.8624,10.1836,60.1092,42.1546,4.0611,9.2653,34.9216,26.8607,7.8477,12.1651,236.5052,53.195,7.9326,41.8578,55.8699,15.4113,6.7243,81.9222,57.4997,6.3922
LRP3,38.0455,13.2338,76.7215,26.0977,7.4456,5.3981,5.0918,46.6548,19.9505,8.1222,103.3816,46.6999,6.6666,23.8362,30.8724,20.9808,14.6931,21.8893,9.8244,9.0289,5.9734,38.2481,27.8348,39.3548,39.2251
NAT9,77.0997,15.6932,44.37645,28.575,10.0699,44.8861,6.7092,6.5175,39.5696,9.6288,48.643,19.1286,40.9707,31.1955,49.1471,29.9636,28.0668,11.5709,23.519,34.2178,24.013,26.712,33.0502,8.2142,3.5448
TSSK2,22.8703,31.4644,25.81075,20.9127,20.5975,26.2276,23.8417,22.8112,24.3803,21.4737,22.5335,21.3721,21.2081,20.5691,31.2238,19.6617,24.9583,22.8038,15.9175,113.676,25.8249,19.669,20.0508,22.5278,19.8644
GOLGA2,29.1552,13.7413,25.882375,20.7207,13.04,21.5141,11.5015,14.7342,10.8038,18.3187,16.5191,12.536,14.6925,17.367,8.4525,28.1,11.2547,11.9884,20.264,14.4731,8.1238,19.5765,23.9282,18.0427,14.3922
KYNU,19.2469,31.7523,13.6726625,20.0342,13.5181,20.5361,30.7306,98.7785,65.3694,18.7826,10.393,40.4712,25.7766,13.5951,23.2354,20.1014,22.2195,43.7785,14.3495,53.7565,25.4764,30.0433,27.9227,18.2675,55.2784
MRPL57,263.6573,212.9118,226.297075,171.7378,167.9538,177.5203,172.5229,172.6809,156.6214,210.3591,199.8447,138.2694,187.7984,195.5092,161.6881,182.7341,148.3102,133.4231,138.3153,125.4557,215.4895,175.2936,150.2493,181.8779,201.2686
MAOA,64.6419,18.7381,47.4873375,43.4962,306.2268,138.218,411.7386,142.3305,156.8203,36.2662,158.3031,84.9375,103.3867,186.4566,150.0726,113.7193,250.882,32.0883,150.9977,30.844,82.6715,171.3762,93.0561,149.8179,74.9636
TRIM24,22.0205,13.9755,24.6574125,27.4419,31.5117,29.8067,19.4088,29.9632,26.4239,68.1437,41.6127,39.9497,42.5888,31.7382,18.2207,28.5816,31.845,20.8753,39.6746,75.8543,51.9484,26.4035,29.7295,23.7436,21.9273
CAMK1,125.7352,58.5566,69.4743,48.4507,39.5473,39.312,39.7162,53.0432,38.7742,17.6855,95.5183,44.6335,27.1843,48.5842,34.3327,36.4337,30.5256,49.4447,29.1159,65.4452,50.5347,39.6053,42.9535,47.3238,46.3147
ACPP,24.0376,37.5933,19.8362625,14.4603,42.5377,20.4188,51.3974,10.97,41.3592,16.31,23.1024,37.903,50.1616,1379.1798,53.5266,76.134,6.477,24.5732,17.6243,7.8787,17.7409,18.8773,41.9573,19.3709,16.0387
SLC43A1,75.3066,125.194,35.3175875,47.9322,51.8142,61.6084,45.2873,113.5073,30.9531,64.1918,29.5637,185.9139,30.0969,59.4603,79.9654,81.2849,56.6733,65.6678,66.9844,48.3075,53.6409,66.3173,72.3705,51.4309,46.2566
GRK5,95.4781,54.2527,51.6057125,57.4956,62.2198,94.965,33.2466,61.4966,124.1439,61.1132,135.3531,55.3786,66.8605,67.8942,36.5765,51.2585,115.3857,82.7557,113.9925,38.2434,61.914,72.1162,55.4938,82.1424,62.0338
EML2,40.0253,45.1667,45.4575375,45.6086,37.574,26.384,38.2585,27.7262,29.3624,25.24,15.3203,54.7685,45.8682,28.8727,46.9664,59.6131,35.5833,37.0189,36.7571,31.7641,25.5461,48.4887,30.5499,34.6347,28.9782
EFS,23.9536,38.7059,76.962075,71.2358,35.4888,21.2402,15.8745,8.3888,34.1346,10.6768,50.8069,26.3904,40.3234,43.3741,66.2864,98.6538,24.2286,7.8133,19.0831,27.8918,18.7564,20.728,68.0927,54.1588,28.0097
KCNN4,7.7884,108.0955,13.1319,87.338,40.7068,5.8088,15.575,17.423,35.8579,10.1528,5.3032,27.0989,84.0772,45.5233,280.2305,68.9728,6.2371,38.6492,68.5325,16.1025,29.9863,35.5337,194.6678,24.6427,23.1864
RHBDD3,22.7769,24.1546,22.0866,22.2954,8.6662,20.8882,21.4456,34.2651,19.7517,20.9606,27.5522,39.0248,24.919,13.6114,24.898,23.3993,12.5341,27.0186,11.6404,35.8568,25.5063,29.6731,23.0296,18.0836,31.7288
SLC12A2,71.6646,63.8267,68.7552,123.6328,151.5978,83.3767,79.073,58.1411,73.3065,155.3048,46.3267,85.7246,58.4463,78.1516,131.4374,233.49,137.8152,67.8149,214.8263,164.7631,75.6827,55.5831,387.8121,70.9857,59.7966
DIMT1,47.4309,31.2692,44.9477125,65.8204,46.764,51.0763,44.0442,50.0749,50.2077,44.0827,69.49,102.905,87.006,102.2483,56.9733,53.4571,37.2275,61.8058,34.8765,36.2306,77.1611,55.3672,63.8003,82.5255,50.644
FLT1,16.5107,4.7431,15.84045,17.9746,17.841,35.9871,27.1763,18.0898,20.9889,21.4846,18.7339,26.7644,78.8345,23.1415,8.6147,13.4219,7.8163,24.3744,19.8671,7.0544,19.6524,30.9686,16.0758,16.8576,14.7603
TTF2,10.8702,35.0169,10.5944375,21.4312,20.2619,14.0232,12.7595,6.5175,17.697,15.6549,12.1912,22.0216,9.1909,15.7606,8.813,19.0335,10.555,18.7878,12.4442,12.1919,30.0461,22.517,23.9086,18.2062,21.6174
APEX2,44.7693,89.5331,25.7016125,51.6193,32.3457,24.6434,58.5859,66.2072,62.9004,31.6374,44.1932,33.4161,48.2198,44.4161,34.2246,56.0954,48.877,48.9675,16.493,24.3838,35.4221,45.3425,23.2054,39.4161,60.6101
EIF1AY,17.3979,63.651,21.2142375,2.8229,1.8309,112.8901,30.7007,36.2978,33.2398,7.4672,1.2496,24.6783,1.1003,60.6326,12.6788,32.0994,29.1763,62.1488,32.7479,39.2211,38.14,0.6786,15.6461,50.9405,3.4286
KIF21B,7.2281,9.3105,80.3938,3.5719,7.0794,6.6302,5.7508,8.4534,5.5676,7.4017,3.7793,5.9629,2.9773,4.4937,7.7316,2.9524,8.2161,7.2765,5.061,5.9234,6.8694,5.6755,6.3874,4.9653,3.7191
NEFH,63.1478,12.2969,338.002575,13.5962,4.6688,3.8725,6.9788,3.6137,3.0489,4.6506,116.2738,2.8339,5.4369,171.6404,2.7034,5.308,3.7782,13.1514,2.9473,32.6076,3.9723,3.7323,10.0205,9.0724,9.414
TRAF2,4.0343,6.3241,4.1372125,10.1971,6.4081,4.7526,2.6358,3.291,5.1699,5.8952,2.6821,5.3135,4.466,5.3404,3.6225,4.7113,4.8577,3.8768,4.2275,9.949,6.272,12.8933,3.3402,4.7814,5.5206
LARGE1,58.329,29.1026,84.8026375,18.3202,57.7646,140.3792,30.7905,33.878,41.4586,130.8071,37.6099,30.287,16.343,63.3353,23.33,29.7438,43.5395,45.1205,62.489,34.9654,25.0284,31.6781,33.812,65.1315,43.6416
IFI6,103.4906,36.4222,72.387875,32.7806,73.1746,19.304,19.289,52.3334,63.2981,22.9256,39.3777,24.9145,225.5005,38.2291,72.6123,21.9231,31.785,28.2711,22.8045,35.713,50.7139,68.2297,63.9908,28.2594,37.0169
APOC1,1548.941,185.0389,127.875925,61.7876,62.5555,66.9185,31.2099,5032.9115,626.0881,54.694,253.6994,75.0681,88.4461,42.0065,41.6318,94.131,46.4182,279.5204,14.5877,43.678,168.5089,216.3795,33.9878,45.1783,78.3341
GALC,55.2473,51.5591,81.4388125,61.9028,63.0132,53.0126,63.3183,67.6914,94.6158,37.8928,63.2115,65.2381,70.2262,42.6252,38.9014,41.8674,120.8432,74.4354,78.6248,90.059,57.0457,68.168,54.3804,47.8142,44.0774
GSTM2,490.3897,128.5903,234.8307,131.7559,141.65,186.8789,104.7118,533.4006,113.6715,595.0186,331.1137,105.3846,85.9543,100.0991,237.3551,123.6863,225.7338,196.2279,230.1881,230.5533,197.5395,119.9263,143.0416,156.1318,168.581
HBG2,130.3111,2318.1976,56.996475,26.6738,16.3153,66.8696,23.8417,43.2778,78.3439,52.2705,32.6725,33.6522,4167.4221,43.8734,70.0892,33.8583,30.0459,221.9145,92.2896,22.0834,43.8446,33.9503,90.7122,59.3182,37.5205
FOSL1,23.7575,2.8107,6.35275,0.9218,7.0184,26.9317,1.9768,20.714,61.4423,8.0567,10.7283,1.8892,0.9061,37.2522,14.0575,27.1997,2.8187,1.4315,1.9649,8.9139,1.3739,1.0487,32.5814,3.9845,9.4721
FGF2,7.5643,9.3105,22.40955,31.0522,18.7361,8.4198,11.1721,19.7138,16.9347,6.7139,31.6058,5.284,15.1456,42.6903,7.5424,22.9281,4.0781,6.2328,10.3305,12.1631,1.8219,11.1351,21.4474,26.3898,17.23
MKLN1,22.0205,19.7336,22.4792125,29.0935,31.3082,15.9595,56.3095,39.8147,25.5181,52.86,22.188,40.3236,33.0095,39.6619,4.9742,41.9616,47.7975,42.7646,19.4701,61.132,40.4397,41.2093,24.9048,31.5083,34.1114
LMO3,72.449,53.9306,444.452075,38.0807,142.3213,61.9605,63.1386,64.7876,367.2617,69.2354,52.4223,53.9026,20.5177,92.284,54.8242,37.4388,71.2465,35.1898,22.2686,42.154,227.2869,166.6878,78.6406,301.7199,101.1718
ARHGAP4,5.379,43.2148,4.9943625,9.1601,2.3802,4.4593,5.5111,2.7748,4.9711,3.2096,1.402,3.3652,3.5599,1.8235,19.0857,1.8845,13.1938,14.0163,5.8946,2.8179,25.2076,7.1561,3.5746,3.3715,2.3826
LCAT,15.2406,4.9773,13.2421375,3.8311,5.3401,7.8917,1.7372,87.0825,9.4119,5.9279,6.0042,4.2803,2.8479,1.6933,4.5957,3.2037,4.1381,4.1751,3.2153,2.2141,8.8705,3.3313,9.7275,2.1455,6.0726
SLC2A5,24.4298,180.2958,49.9346125,21.6041,44.2771,27.7531,52.1762,32.2325,26.8437,37.9911,31.7277,49.8289,35.8251,93.3586,32.8999,27.9221,263.666,45.8064,36.7372,157.2294,46.204,31.7706,37.6502,28.3207,58.8377
TLE2,139.1268,39.7307,106.3538375,113.983,90.446,90.7111,84.0749,35.3299,79.2718,111.5824,105.0884,91.6876,68.1874,81.7335,177.7731,66.0205,55.7138,65.6678,69.1576,54.7773,59.4351,105.244,101.348,147.9482,93.2977
SOX12,17.3698,16.1031,14.327875,17.5713,11.4736,5.222,15.5151,9.3568,11.0689,12.1178,25.8454,11.3945,12.4918,17.1282,11.8948,12.2493,13.4337,14.732,10.8961,12.767,18.7564,17.5818,21.9162,12.0149,21.0944
SPATA2,35.5521,25.0915,74.853925,30.5049,57.429,31.0389,19.6484,25.4891,23.4634,22.6964,25.2968,32.1763,15.987,21.2637,32.17,22.0801,39.7613,28.629,32.8968,76.4581,20.6977,29.6731,29.2705,24.3669,20.8329
NUP58,13.0554,3.8062,47.5540125,32.5501,43.0259,39.2534,24.4407,27.6831,53.356,47.0958,30.1123,24.7373,24.7895,31.2606,1.7842,31.0943,9.7754,22.605,33.4624,41.6365,26.4023,28.2543,26.7214,22.5585,22.3148
PLEKHO2,260.6596,228.5464,134.19185,97.247,134.8146,28.5159,144.8473,171.0676,275.0652,83.2528,159.3393,104.2039,171.7791,144.5153,106.9991,112.3793,136.2559,388.1615,139.3275,96.845,195.9864,262.5548,216.1739,140.4389,122.15
FOLR1,140.0233,145.5132,67.63905,130.8053,166.4585,159.0084,199.21,99.0527,307.3108,176.8222,109.3858,194.1498,184.5945,97.6243,552.459,98.9993,105.4904,85.6484,119.8574,101.9633,185.2343,122.795,290.9763,88.6095,76.2711
MRC1,78.7246,36.1294,33.4789,49.4877,249.0623,107.668,91.2933,200.6867,1031.9252,57.3796,175.3708,118.1371,222.0701,91.1117,42.0643,39.5118,92.2966,602.4019,60.5539,56.0137,115.1069,88.0324,65.3385,236.1286,111.1089
IFI44L,23.5894,4.5674,18.87605,32.9534,7.5067,39.1947,3.4145,5.485,27.4402,24.9562,32.5506,3.8375,3.6246,24.6829,6.1637,13.1287,3.8982,2.7436,13.6946,39.9112,15.1724,70.2655,54.8492,38.1288,35.5641
CD83,125.1749,71.7318,94.4314375,45.2245,57.0628,11.3242,76.0778,94.4066,203.8796,29.0828,53.1537,51.423,49.1907,19.6681,82.2903,46.5472,60.5115,71.9304,42.2746,53.8859,65.1695,155.4601,94.9899,39.7226,50.7312
POLA2,4.6506,50.5929,11.9478625,7.1437,8.9103,12.087,8.9257,13.8093,12.9247,11.3318,15.3,22.3758,18.7701,8.7269,11.3541,6.4701,24.2286,12.1077,11.6106,13.5721,10.9313,14.3739,13.2435,19.2483,23.1864
LTBP4,17.594,11.926,15.52,32.9342,51.7532,40.2704,16.6333,14.8418,46.9268,16.4846,83.7334,15.2517,12.7723,75.1992,17.9503,32.1622,30.9055,31.2334,29.5724,17.6552,18.4378,52.4575,50.2589,93.8507,40.7554
ARSA,58.217,64.7636,43.008,41.6526,47.6032,59.9069,59.7241,63.6261,65.9494,40.8731,16.0315,78.2857,37.4108,35.8846,132.3025,29.9008,40.421,32.7444,40.7265,87.7586,46.6521,52.1285,54.2046,35.8607,36.6101
KIF11,8.0125,32.5575,7.0387125,10.6004,15.3185,13.3192,6.5894,3.0329,11.2677,7.7947,3.1697,2.7158,21.4886,6.7731,14.7604,17.2746,11.0348,12.227,8.7526,28.6394,66.185,24.0593,10.3721,3.8619,40.0387
ALOX5,15.843,148.4996,21.774225,31.7148,22.9624,22.5604,27.2862,18.6813,171.8494,18.013,14.8581,42.6114,33.6891,18.6261,29.2233,15.2645,42.43,123.716,19.9613,8.5113,30.9869,35.2561,22.0774,61.101,23.506
